Constituency_Year,SDP,KOK,KESK,PS,VAS,VIHR,RKP,KD,Others,Other party,SKS (2007),SKP,LIB (2007),LIIKE,KaL,Pirate Pty,SEP (1999)
Nokia_1995,5087,1974,1155,50,3368,1087,0,334,107,20,269,0,202,0,130,0,37
Nokia_1999,3643,2618,1397,31,3055,625,0,578,19,0,129,1172,113,0,47,0,35
Nokia_2003,4395,2345,1681,50,3210,1021,0,682,0,0,11,836,28,0,43,0,0
Nokia_2007,3796,3042,1784,591,3357,902,0,770,0,0,5,359,51,0,11,0,0
Nokia_2011,4198,3088,1118,4125,2064,1129,0,643,0,0,0,234,0,0,8,71,0
Nokia_2015,3747,3012,2055,3625,2029,1526,0,696,128,0,0,233,0,0,157,90,0
Nokia_2019,4531,2938,1009,3392,2655,2018,20,804,416,0,0,164,0,0,29,73,0
Nokia_2023,5026,3864,925,4562,2187,1014,50,863,2,0,0,42,0,584,5,13,0
Noormarkku -10_1983,882,976,561,521,657,0,0,87,11,0,0,0,0,0,0,0,0
Noormarkku -10_1987,751,1129,513,442,541,79,0,44,0,105,0,0,32,0,0,0,41
Noormarkku -10_1991,774,798,826,206,563,174,0,53,0,7,0,0,11,0,0,0,36
Noormarkku -10_1995,1253,756,787,104,540,104,0,81,42,4,24,0,9,0,11,0,2
Noormarkku -10_1999,763,753,914,17,595,105,0,120,12,0,0,9,0,0,3,0,0
Noormarkku -10_2003,769,710,1012,47,511,114,0,113,0,0,0,4,1,0,6,0,0
Noormarkku -10_2007,746,741,939,165,457,90,0,60,0,0,1,5,0,0,3,0,0
Nousiainen_1983,360,495,687,315,244,0,9,52,36,2,0,0,0,0,0,0,0
Nousiainen_1987,315,520,763,235,171,41,20,30,1,85,0,0,3,0,0,0,26
Nousiainen_1991,315,436,942,145,195,69,12,22,2,8,0,0,7,0,0,0,8
Nousiainen_1995,464,485,709,37,291,95,11,36,34,3,151,0,6,0,29,0,0
Nousiainen_1999,405,565,704,4,274,104,11,28,56,0,7,5,0,0,4,0,0
Nousiainen_2003,453,555,766,13,261,127,16,59,0,0,40,7,4,0,21,0,0
Nousiainen_2007,426,620,661,93,294,127,14,78,7,0,25,3,1,0,7,0,0
Nousiainen_2011,429,552,518,682,223,106,23,63,3,0,0,9,0,0,1,13,0
Nousiainen_2015,314,430,718,773,223,123,18,53,0,0,0,5,0,0,6,11,0
Nousiainen_2019,397,399,517,773,293,107,24,48,51,0,0,1,0,0,8,7,0
Nousiainen_2023,397,508,358,860,239,97,16,106,0,0,0,0,0,67,0,0,0
Nuijamaa -89_1983,106,139,539,66,4,0,1,21,5,0,0,0,0,0,0,0,0
Nuijamaa -89_1987,88,134,522,46,3,15,0,14,0,3,0,0,1,0,0,0,5
Nummi-Pusula -13_1983,915,726,876,347,584,0,21,41,37,3,0,0,0,0,0,0,0
Nummi-Pusula -13_1987,833,694,869,195,322,85,16,47,51,163,0,0,103,0,0,0,28
Nummi-Pusula -13_1991,659,539,1046,88,409,163,69,42,8,14,0,0,113,0,0,0,15
Nummi-Pusula -13_1995,920,431,968,24,418,126,53,77,13,34,79,0,9,0,33,0,10
Nummi-Pusula -13_1999,635,557,998,53,416,149,11,58,4,0,27,9,6,0,10,0,7
Nummi-Pusula -13_2003,717,409,1038,31,414,139,12,81,5,0,1,12,107,0,22,0,0
Nummi-Pusula -13_2007,562,542,911,216,338,177,16,208,3,0,0,15,0,0,10,0,0
Nummi-Pusula -13_2011,610,583,658,836,228,170,26,69,0,0,0,14,0,0,12,9,0
Nurmes_1983,1862,1008,1838,919,753,0,0,354,0,13,0,0,0,0,0,0,0
Nurmes_1987,1516,1036,1812,636,353,247,0,192,40,278,0,0,38,0,0,0,22
Nurmes_1991,1402,596,2252,329,312,225,0,242,0,54,0,0,7,0,0,0,28
Nurmes_1995,1949,565,1680,73,365,139,0,369,5,13,38,0,4,0,67,0,7
Nurmes_1999,1763,352,1644,88,185,137,0,378,0,0,75,70,3,0,19,0,3
Nurmes_2003,1403,199,2665,20,138,183,0,178,0,0,0,43,0,0,9,0,0
Nurmes_2007,870,135,3006,100,102,230,0,103,0,0,0,17,0,0,12,0,0
Nurmes_2011,1202,262,1444,1031,94,85,0,139,1,0,0,22,0,0,18,6,0
Nurmes_2015,709,195,1636,1011,106,134,0,259,0,0,0,10,0,0,9,11,0
Nurmes_2019,805,278,1008,743,143,202,0,549,35,0,0,7,0,0,0,8,0
Nurmes_2023,871,250,1317,1306,159,134,0,528,21,0,0,2,0,57,0,5,0
Nurmijärvi_1983,4150,3686,1835,1200,1643,0,118,305,263,19,0,0,0,0,0,0,0
Nurmijärvi_1987,3100,4523,1742,547,1260,1178,107,325,166,389,0,0,277,0,0,0,120
Nurmijärvi_1991,2832,3969,3063,514,1075,1453,257,276,200,97,0,0,106,0,0,0,68
Nurmijärvi_1995,5033,3157,2645,65,1404,1155,293,324,123,112,730,0,61,0,132,0,25
Nurmijärvi_1999,3726,3919,3280,75,1326,1134,160,371,168,0,264,77,49,0,30,0,53
Nurmijärvi_2003,4435,4157,4143,230,1569,1400,161,598,38,0,11,63,80,0,66,0,0
Nurmijärvi_2007,3758,5354,4938,1123,1093,1452,113,685,15,0,0,46,2,0,36,0,0
Nurmijärvi_2011,3654,5762,2967,4934,895,1374,152,567,8,0,0,45,0,0,20,93,0
Nurmijärvi_2015,3042,5277,4303,5272,681,1484,467,586,23,0,0,34,0,0,95,161,0
Nurmijärvi_2019,3448,4369,3290,4522,913,2537,284,609,1361,0,0,56,0,0,45,96,0
Nurmijärvi_2023,4153,6235,2270,6076,710,1354,343,1042,20,0,0,12,0,1189,3,17,0
Nurmo -09_1983,858,1547,1413,379,214,0,15,178,0,0,0,0,0,0,0,0,0
Nurmo -09_1987,763,1708,1568,151,270,88,6,244,0,57,0,0,26,0,0,0,27
Nurmo -09_1991,850,1267,2229,214,152,124,10,147,2,4,0,0,24,0,0,0,9
Nurmo -09_1995,1107,1272,2352,74,140,110,2,166,1,7,80,0,8,0,16,0,16
Nurmo -09_1999,977,1624,2306,182,134,85,8,220,3,0,0,6,3,0,19,0,0
Nurmo -09_2003,1135,1283,2725,243,161,121,6,511,0,0,0,5,0,0,33,0,0
Nurmo -09_2007,1022,1495,2877,316,167,114,10,270,0,0,0,6,0,0,34,0,0
Närpiö_1983,570,82,63,77,296,0,5294,164,0,0,0,0,0,0,0,0,0
Närpiö_1987,374,60,53,16,108,23,5875,56,0,184,0,0,1,0,0,0,21
Närpiö_1991,326,39,223,18,114,41,5605,124,0,1,0,0,3,0,0,0,3
Närpiö_1995,379,16,140,11,112,27,5462,141,0,2,5,0,4,0,2,0,0
Närpiö_1999,257,22,489,4,56,10,5077,200,3,0,0,1,0,0,3,0,0
Närpiö_2003,285,31,351,4,60,20,4537,442,0,0,0,2,0,0,9,0,0
Närpiö_2007,159,33,230,18,83,18,4702,280,0,0,0,0,0,0,19,0,0
Närpiö_2011,379,39,59,84,67,11,4518,189,7,0,0,0,0,0,6,5,0
Närpiö_2015,436,42,96,117,35,23,4390,124,5,0,0,5,0,0,10,2,0
Närpiö_2019,269,22,26,87,33,34,4833,114,0,0,0,2,0,0,1,2,0
Närpiö_2023,392,35,28,130,30,30,4125,162,0,0,0,1,0,27,1,0,0
Oravainen -11_1983,148,50,23,36,214,0,1147,53,0,0,0,0,0,0,0,0,0
Oravainen -11_1987,165,39,15,10,76,17,1288,11,0,108,0,0,0,0,0,0,7
Oravainen -11_1991,150,22,89,6,91,14,1180,14,0,1,0,0,5,0,0,0,1
Oravainen -11_1995,154,30,37,4,92,8,1179,21,0,0,1,0,3,0,8,0,1
Oravainen -11_1999,102,23,65,3,50,10,1028,64,3,0,0,5,0,0,2,0,0
Oravainen -11_2003,109,21,37,6,46,5,1016,84,0,0,0,2,0,0,3,0,0
Oravainen -11_2007,76,21,34,11,58,4,995,97,0,0,0,1,0,0,5,0,0
Orimattila_1983,1804,2110,1795,1156,788,0,49,190,123,7,0,0,0,0,0,0,0
Orimattila_1987,1510,1966,1797,763,540,159,30,255,92,165,0,0,90,0,0,0,94
Orimattila_1991,1330,1385,2489,292,463,324,119,313,16,47,0,0,40,0,0,0,41
Orimattila_1995,1955,1808,1791,59,519,259,86,178,22,47,175,0,13,0,182,0,13
Orimattila_1999,1410,1286,1886,451,458,321,32,267,9,0,41,46,10,0,13,0,11
Orimattila_2003,1699,1823,1643,57,494,243,0,653,21,0,0,54,3,0,18,0,0
Orimattila_2007,1419,2208,1852,215,422,286,0,361,2,0,1,33,10,0,11,0,0
Orimattila_2011,1306,2055,1452,2392,331,292,0,338,3,0,0,22,0,0,1,35,0
Orimattila_2015,1430,1897,1994,1845,293,283,0,365,0,0,0,15,0,0,21,48,0
Orimattila_2019,1425,1616,1249,2271,463,502,30,375,153,0,0,0,0,0,0,33,0
Orimattila_2023,1537,1535,996,2801,295,399,18,374,0,0,0,5,0,226,0,5,0
Oripää_1983,164,231,280,133,119,0,3,17,10,0,0,0,0,0,0,0,0
Oripää_1987,151,245,279,87,87,10,5,6,0,34,0,0,1,0,0,0,23
Oripää_1991,134,178,389,33,93,15,2,9,0,6,0,0,2,0,0,0,4
Oripää_1995,136,179,354,9,97,13,1,10,3,0,20,0,0,0,8,0,0
Oripää_1999,122,159,368,2,65,13,3,7,13,0,3,10,0,0,3,0,0
Oripää_2003,105,147,369,8,72,14,0,14,0,0,17,18,2,0,3,0,0
Oripää_2007,113,176,308,15,84,20,4,12,3,0,9,2,0,0,2,0,0
Oripää_2011,80,117,337,128,72,13,2,11,3,0,0,0,0,0,0,0,0
Oripää_2015,64,103,383,103,59,9,2,5,1,0,0,1,0,0,2,2,0
Oripää_2019,88,82,280,148,75,18,7,6,13,0,0,1,0,0,0,1,0
Oripää_2023,68,105,230,204,45,11,9,22,0,0,0,0,0,9,0,0,0
Orivesi_1983,1518,1469,954,610,683,0,0,369,36,5,0,0,0,0,0,0,0
Orivesi_1987,1334,1541,815,461,356,182,0,258,0,237,0,0,90,0,0,0,83
Orivesi_1991,1186,1106,1242,580,415,263,0,179,0,20,0,0,29,0,0,0,15
Orivesi_1995,1410,832,1358,33,386,233,0,171,200,8,114,0,51,0,39,0,31
Orivesi_1999,1230,949,1286,13,369,171,0,262,55,0,77,15,24,0,35,0,26
Orivesi_2003,1376,1096,1206,20,305,257,0,359,0,0,5,58,9,0,31,0,0
Orivesi_2007,1244,1098,1191,220,288,256,0,552,0,0,1,28,10,0,8,0,0
Orivesi_2011,1089,1348,829,1166,333,199,0,327,0,0,0,12,0,0,2,28,0
Orivesi_2015,976,767,1518,1002,320,233,0,285,32,0,0,19,0,0,52,17,0
Orivesi_2019,1190,704,949,1232,319,320,3,357,117,0,0,8,0,0,13,16,0
Orivesi_2023,1187,855,774,1359,322,165,7,340,0,0,0,4,0,103,2,2,0
Oulainen_1983,580,643,2391,631,587,0,0,75,0,5,0,0,0,0,0,0,0
Oulainen_1987,403,578,2238,460,539,212,0,73,0,50,0,0,25,0,0,0,31
Oulainen_1991,292,525,2543,124,437,262,0,96,0,12,0,0,82,0,0,0,0
Oulainen_1995,510,380,2191,53,376,117,0,61,468,0,20,0,102,0,112,0,0
Oulainen_1999,446,429,2158,78,392,153,0,75,0,0,19,85,22,0,147,0,4
Oulainen_2003,721,296,2318,33,351,146,8,156,4,0,0,29,3,0,131,0,0
Oulainen_2007,391,456,2638,79,294,112,0,93,0,0,3,6,0,0,81,0,0
Oulainen_2011,507,505,1766,634,351,110,3,232,0,0,0,5,0,0,3,8,0
Oulainen_2015,407,254,2111,585,402,165,10,62,0,0,0,3,0,0,46,16,0
Oulainen_2019,390,227,1476,869,421,153,3,327,134,0,0,1,0,0,1,9,0
Oulainen_2023,390,290,1022,1034,213,81,5,695,0,0,0,2,0,27,0,0,0
Oulu_1983,13349,12931,8995,8263,11778,0,0,1288,0,13,0,0,0,0,0,0,0
Oulu_1987,9750,12902,8207,2608,9145,4902,0,785,0,2491,0,0,1738,0,0,0,1051
Oulu_1991,7924,9863,13102,1420,8155,5696,0,944,0,325,0,0,4540,0,0,0,0
Oulu_1995,12592,7766,11684,334,8860,5899,0,1071,1322,0,2546,0,2564,0,423,0,0
Oulu_1999,9926,10490,14047,238,9251,7362,0,1483,0,0,747,1103,587,0,341,0,89
Oulu_2003,11763,9842,18157,282,9488,8253,185,5657,64,0,0,558,228,0,540,0,0
Oulu_2007,10406,14659,17519,1719,11297,8297,0,2848,0,0,56,178,0,0,142,0,0
Oulu_2011,10039,14004,15190,14171,12438,6696,294,2164,4,0,0,110,0,0,48,392,0
Oulu_2015,10915,16769,32366,15693,14184,8899,933,968,0,0,0,135,0,0,502,1225,0
Oulu_2019,12431,17958,23065,22057,15401,12831,303,2240,2497,0,0,56,0,0,119,906,0
Oulu_2023,19784,24117,18676,25786,12800,8954,323,2153,0,0,0,95,0,1530,0,0,0
Oulunsalo -13_1983,380,531,841,336,344,0,0,17,0,0,0,0,0,0,0,0,0
Oulunsalo -13_1987,315,615,927,129,339,188,0,12,0,34,0,0,40,0,0,0,38
Oulunsalo -13_1991,294,484,1345,92,323,225,0,21,0,11,0,0,148,0,0,0,0
Oulunsalo -13_1995,453,503,1293,32,399,242,0,37,40,0,119,0,87,0,10,0,0
Oulunsalo -13_1999,313,655,1437,7,481,294,0,49,0,0,23,26,27,0,47,0,4
Oulunsalo -13_2003,530,609,1815,3,446,313,4,292,2,0,0,22,8,0,39,0,0
Oulunsalo -13_2007,444,746,1859,118,694,378,0,115,0,0,2,6,0,0,5,0,0
Oulunsalo -13_2011,414,742,1547,1001,510,300,13,109,0,0,0,2,0,0,3,14,0
Outokumpu_1983,2045,1025,1238,680,921,0,0,133,0,18,0,0,0,0,0,0,0
Outokumpu_1987,1562,767,1382,358,673,45,0,178,56,182,0,0,53,0,0,0,18
Outokumpu_1991,1411,478,1129,329,625,179,0,548,0,23,0,0,10,0,0,0,9
Outokumpu_1995,1458,391,869,93,1129,116,0,746,3,9,25,0,4,0,14,0,4
Outokumpu_1999,915,358,1077,54,1198,102,0,643,0,0,43,13,2,0,6,0,5
Outokumpu_2003,920,208,1402,19,1374,175,0,161,0,0,0,16,3,0,9,0,0
Outokumpu_2007,1505,366,1091,155,192,344,0,82,0,0,0,10,0,0,5,0,0
Outokumpu_2011,951,285,904,969,364,103,0,84,5,0,0,14,0,0,7,11,0
Outokumpu_2015,642,186,1477,784,195,117,0,178,0,0,0,3,0,0,23,21,0
Outokumpu_2019,810,173,1105,657,303,164,0,202,16,0,0,5,0,0,0,8,0
Outokumpu_2023,640,213,1053,756,206,85,0,223,0,0,0,2,0,36,0,3,0
Padasjoki_1983,746,977,396,277,349,0,2,129,14,0,0,0,0,0,0,0,0
Padasjoki_1987,672,887,415,156,243,62,1,114,0,87,0,0,7,0,0,0,34
Padasjoki_1991,536,746,518,189,237,89,0,75,0,5,0,0,3,0,0,0,17
Padasjoki_1995,647,660,562,17,241,60,0,106,0,5,51,0,3,0,24,0,10
Padasjoki_1999,491,591,466,3,180,56,0,164,23,0,5,23,3,0,2,0,0
Padasjoki_2003,506,469,496,23,150,58,0,183,5,0,0,14,5,0,6,0,0
Padasjoki_2007,423,526,472,59,147,151,0,126,1,0,3,11,0,0,2,0,0
Padasjoki_2011,399,408,286,442,104,67,0,177,0,0,0,10,0,0,1,8,0
Padasjoki_2015,355,395,359,385,82,66,0,159,0,0,0,8,0,0,6,10,0
Padasjoki_2019,440,317,237,353,74,95,6,124,18,0,0,0,0,0,0,1,0
Padasjoki_2023,385,332,230,415,52,31,4,129,0,0,0,2,0,26,0,0,0
Paimio_1983,1110,1247,1121,645,667,0,35,146,86,2,0,0,0,0,0,0,0
Paimio_1987,1074,1285,1120,840,360,98,66,83,1,275,0,0,19,0,0,0,45
Paimio_1991,964,1173,1596,300,498,211,41,97,115,30,0,0,18,0,0,0,16
Paimio_1995,1411,1243,1137,52,580,319,31,94,69,16,368,0,9,0,48,0,0
Paimio_1999,1086,1389,1236,12,510,306,40,99,67,0,184,57,1,0,10,0,0
Paimio_2003,1178,1286,1234,24,525,283,35,647,2,0,53,49,7,0,37,0,0
Paimio_2007,1071,1317,1113,94,422,305,50,894,6,0,39,28,4,0,6,0,0
Paimio_2011,1100,1243,1193,1027,435,381,63,152,6,0,0,25,0,0,2,43,0
Paimio_2015,918,1291,1293,1221,430,427,51,175,4,0,0,12,0,0,13,29,0
Paimio_2019,1186,1202,1023,1145,677,375,74,172,128,0,0,4,0,0,1,22,0
Paimio_2023,1169,1550,743,1278,539,385,57,238,0,0,0,0,0,192,0,0,0
Paltamo_1983,369,262,1491,256,884,0,0,91,0,1,0,0,0,0,0,0,0
Paltamo_1987,288,240,1214,215,697,63,0,89,0,145,0,0,5,0,0,0,19
Paltamo_1991,231,126,1549,88,526,82,0,89,0,11,0,0,13,0,0,0,0
Paltamo_1995,259,128,1075,25,624,114,0,85,36,0,15,0,41,0,138,0,0
Paltamo_1999,164,103,1049,33,555,62,0,89,0,0,12,34,0,0,66,0,10
Paltamo_2003,194,65,1113,13,403,150,6,103,0,0,0,20,2,0,6,0,0
Paltamo_2007,269,130,997,117,426,48,0,83,0,0,3,11,0,0,5,0,0
Paltamo_2011,180,80,896,409,359,23,1,52,0,0,0,2,0,0,0,2,0
Paltamo_2015,151,57,1147,258,214,40,3,37,0,0,0,1,0,0,3,1,0
Paltamo_2019,150,67,780,326,336,84,2,50,23,0,0,1,0,0,2,2,0
Paltamo_2023,170,209,523,446,204,46,2,94,0,0,0,0,0,7,0,0,0
Parainen -09_1983,1409,629,338,501,627,0,2958,93,82,2,0,0,0,0,0,0,0
Parainen -09_1987,1008,757,361,273,276,206,3201,34,1,403,0,0,19,0,0,0,56
Parainen -09_1991,1012,616,605,150,379,592,2815,49,1,17,0,0,12,0,0,0,22
Parainen -09_1995,1365,717,353,42,527,544,2512,63,55,9,197,0,16,0,48,0,0
Parainen -09_1999,895,748,370,1,473,428,2627,92,81,0,102,38,1,0,18,0,0
Parainen -09_2003,1025,834,449,7,421,570,2888,134,2,0,37,29,5,0,16,0,0
Parainen -09_2007,885,988,325,87,398,488,2752,150,4,0,24,17,5,0,4,0,0
Parainen_2011,1145,925,315,789,497,424,4296,128,2,0,0,18,0,0,5,39,0
Parainen_2015,1189,881,552,838,574,583,3823,177,7,0,0,11,0,0,13,35,0
Parainen_2019,935,768,280,876,819,535,4702,99,93,0,0,2,0,0,5,22,0
Parainen_2023,921,1117,220,983,716,337,4323,152,0,0,0,2,0,113,0,0,0
Parikkala_1983,743,567,1788,266,97,0,3,235,12,0,0,0,0,0,0,0,0
Parikkala_1987,636,431,1990,162,43,56,1,172,0,21,0,0,8,0,0,0,41
Parikkala_1991,567,324,1667,52,27,109,0,407,0,0,0,0,14,0,0,0,8
Parikkala_1995,608,359,1591,14,43,91,0,167,4,0,65,0,4,0,30,0,0
Parikkala_1999,452,422,1412,11,33,66,0,243,6,0,0,11,1,0,0,0,0
Parikkala_2003,507,202,1290,8,50,55,0,225,0,0,0,10,1,0,4,0,0
Parikkala_2007,460,254,2439,75,55,74,0,122,0,0,0,9,0,0,5,0,0
Parikkala_2011,390,260,1540,608,71,92,0,196,0,0,0,0,0,0,10,1,0
Parikkala_2015,368,225,1487,521,34,174,4,188,0,0,0,1,0,0,12,5,0
Parikkala_2019,435,345,1107,496,63,137,0,162,23,0,0,0,0,0,0,5,0
Parikkala_2023,441,328,869,588,46,62,0,140,0,0,0,0,0,80,0,0,0
Parkano_1983,1527,1148,1157,966,504,0,0,243,2,0,0,0,0,0,0,0,0
Parkano_1987,840,843,945,1856,419,81,0,161,0,51,0,0,42,0,0,0,48
Parkano_1991,870,547,1172,1769,270,96,0,175,0,5,0,0,13,0,0,0,30
Parkano_1995,858,417,1549,943,571,84,0,151,10,10,40,0,47,0,26,0,6
Parkano_1999,493,593,1185,430,1214,71,0,188,12,0,26,15,22,0,10,0,8
Parkano_2003,422,318,1944,89,1290,76,0,289,0,0,2,17,1,0,8,0,0
Parkano_2007,503,597,1764,661,185,163,0,112,0,0,4,18,3,0,2,0,0
Parkano_2011,431,387,1389,1278,126,67,0,110,0,0,0,38,0,0,1,11,0
Parkano_2015,360,250,2031,846,99,64,0,111,6,0,0,4,0,0,12,12,0
Parkano_2019,487,185,428,568,112,73,0,1733,18,0,0,5,0,0,10,5,0
Parkano_2023,463,257,354,963,71,30,1,1361,0,0,0,4,0,23,1,3,0
Pattijoki -03_1983,402,260,926,370,555,0,0,46,0,1,0,0,0,0,0,0,0
Pattijoki -03_1987,317,242,1101,183,582,110,0,37,0,95,0,0,8,0,0,0,10
Pattijoki -03_1991,265,233,1269,101,579,124,0,53,0,7,0,0,62,0,0,0,0
Pattijoki -03_1995,567,223,1145,23,382,161,0,40,350,0,22,0,36,0,26,0,0
Pattijoki -03_1999,595,246,1139,26,553,83,0,44,0,0,9,217,3,0,43,0,2
Pedersören kunta_1983,723,79,54,54,73,0,4179,255,0,0,0,0,0,0,0,0,0
Pedersören kunta_1987,705,33,75,29,49,19,4820,24,0,38,0,0,1,0,0,0,9
Pedersören kunta_1991,706,27,260,24,71,67,4513,135,2,8,0,0,26,0,0,0,11
Pedersören kunta_1995,704,33,178,8,120,21,4639,211,0,3,4,0,10,0,10,0,1
Pedersören kunta_1999,747,31,205,10,104,21,4337,476,6,0,0,5,0,0,3,0,0
Pedersören kunta_2003,782,43,150,8,58,29,3923,1168,0,0,0,11,0,0,4,0,0
Pedersören kunta_2007,341,101,120,36,68,27,4351,1106,0,0,0,1,0,0,3,0,0
Pedersören kunta_2011,617,41,93,203,42,24,3755,1520,7,0,0,10,0,0,4,10,0
Pedersören kunta_2015,489,107,133,139,52,45,3860,1624,14,0,0,2,0,0,6,4,0
Pedersören kunta_2019,587,59,51,160,95,46,4085,1571,0,0,0,3,0,0,0,5,0
Pedersören kunta_2023,444,93,51,334,46,93,3361,2070,0,0,0,0,0,39,2,0,0
Pelkosenniemi_1983,61,68,501,57,156,0,0,17,150,1,0,0,0,0,0,0,0
Pelkosenniemi_1987,32,82,361,51,117,23,0,33,0,179,0,0,76,0,0,0,8
Pelkosenniemi_1991,46,42,485,25,188,58,0,18,0,2,0,0,3,0,0,0,5
Pelkosenniemi_1995,50,47,371,15,222,34,0,9,0,0,3,0,2,0,2,0,0
Pelkosenniemi_1999,34,34,354,7,251,17,0,7,16,0,0,2,0,0,1,0,0
Pelkosenniemi_2003,29,39,320,0,318,21,6,5,0,0,0,2,0,0,5,0,0
Pelkosenniemi_2007,27,47,290,15,265,8,0,4,0,0,0,0,0,0,0,0,0
Pelkosenniemi_2011,30,54,219,131,165,8,0,18,0,0,0,0,0,0,0,0,0
Pelkosenniemi_2015,30,30,282,90,122,46,0,10,0,0,0,1,0,0,7,7,0
Pelkosenniemi_2019,46,40,188,95,114,100,0,8,21,0,0,0,0,0,0,1,0
Pelkosenniemi_2023,65,60,215,109,41,52,0,3,1,0,0,0,0,2,0,0,0
Pello_1983,440,433,1640,87,801,0,0,17,312,4,0,0,0,0,0,0,0
Pello_1987,378,406,1619,50,791,90,0,9,0,343,0,0,11,0,0,0,18
Pello_1991,326,144,2400,20,692,51,0,5,0,2,0,0,1,0,0,0,0
Pello_1995,395,109,2096,6,778,23,0,18,0,0,12,0,3,0,5,0,0
Pello_1999,269,105,2080,6,719,5,1,12,9,0,0,8,0,0,0,0,0
Pello_2003,303,162,1497,2,934,15,2,34,0,0,0,4,0,0,3,0,0
Pello_2007,354,219,1446,36,591,29,0,16,0,0,0,1,0,0,0,0,0
Pello_2011,281,226,1158,450,442,41,2,25,0,0,0,7,0,0,0,0,0
Pello_2015,211,178,1260,435,387,20,2,21,0,0,0,6,0,0,12,9,0
Pello_2019,250,157,861,438,397,110,1,20,15,0,0,3,0,0,0,0,0
Pello_2023,217,180,648,389,607,18,0,16,9,0,0,6,0,1,0,0,0
Perho_1983,225,91,1348,63,150,0,0,7,0,0,0,0,0,0,0,0,0
Perho_1987,246,88,1330,88,148,13,1,6,0,21,0,0,0,0,0,0,16
Perho_1991,212,66,1294,90,117,13,4,4,0,2,0,0,1,0,0,0,3
Perho_1995,207,49,1311,81,67,11,3,9,1,2,4,0,0,0,5,0,2
Perho_1999,185,54,1415,76,42,8,2,15,0,0,0,2,0,0,2,0,0
Perho_2003,200,57,1293,60,48,9,1,18,0,0,0,5,0,0,3,0,0
Perho_2007,173,67,929,112,39,3,2,177,0,0,0,0,0,0,3,0,0
Perho_2011,163,62,776,276,55,5,4,36,0,0,0,1,0,0,3,2,0
Perho_2015,140,52,956,200,42,10,3,25,1,0,0,0,0,0,5,5,0
Perho_2019,142,53,688,317,50,22,6,60,0,0,0,2,0,0,1,1,0
Perho_2023,227,103,454,426,19,4,6,76,0,0,0,1,0,8,2,0,0
Pernaja -10_1983,762,104,75,106,133,0,1220,18,11,1,0,0,0,0,0,0,0
Pernaja -10_1987,688,78,68,59,76,21,1241,12,8,18,0,0,8,0,0,0,14
Pernaja -10_1991,444,65,141,25,65,77,1165,17,2,1,0,0,4,0,0,0,2
Pernaja -10_1995,631,81,90,8,98,50,1089,16,3,15,17,0,0,0,13,0,2
Pernaja -10_1999,445,91,187,0,80,68,976,13,2,0,4,4,0,0,1,0,1
Pernaja -10_2003,500,80,133,7,72,111,1119,21,3,0,1,6,7,0,9,0,0
Pernaja -10_2007,360,176,128,61,98,143,1075,22,0,0,0,6,1,0,3,0,0
Perniö -09_1983,1870,784,936,432,326,0,28,63,33,0,0,0,0,0,0,0,0
Perniö -09_1987,1777,778,908,263,230,51,32,38,0,97,0,0,16,0,0,0,38
Perniö -09_1991,1737,556,1170,135,194,109,22,17,5,17,0,0,5,0,0,0,10
Perniö -09_1995,1559,768,823,25,228,114,27,23,9,2,117,0,9,0,35,0,0
Perniö -09_1999,1264,670,905,10,191,153,50,29,21,0,22,11,1,0,5,0,0
Perniö -09_2003,1293,668,878,13,152,289,37,69,1,0,13,18,9,0,13,0,0
Perniö -09_2007,1054,731,789,89,193,184,41,128,1,0,14,3,3,0,1,0,0
Pertteli -09_1983,640,391,673,254,142,0,19,24,13,1,0,0,0,0,0,0,0
Pertteli -09_1987,609,425,633,190,93,43,13,14,0,43,0,0,3,0,0,0,21
Pertteli -09_1991,570,312,807,134,94,45,9,11,3,5,0,0,1,0,0,0,0
Pertteli -09_1995,714,386,564,15,88,46,12,13,7,7,87,0,2,0,22,0,0
Pertteli -09_1999,546,369,647,10,84,102,18,26,9,0,16,9,0,0,3,0,0
Pertteli -09_2003,569,453,636,10,76,90,10,63,0,0,9,9,5,0,5,0,0
Pertteli -09_2007,488,440,569,59,76,92,13,117,0,0,12,5,4,0,2,0,0
Pertunmaa_1983,348,361,547,264,72,0,0,73,0,0,0,0,0,0,0,0,0
Pertunmaa_1987,323,364,463,182,32,31,0,44,0,14,0,0,8,0,0,0,14
Pertunmaa_1991,211,265,568,136,27,51,0,45,1,2,0,0,1,0,0,0,7
Pertunmaa_1995,247,215,468,78,32,55,0,49,0,10,4,0,1,0,5,0,7
Pertunmaa_1999,126,114,869,18,33,24,0,37,2,0,0,2,0,0,0,0,4
Pertunmaa_2003,130,86,812,22,21,17,0,39,0,0,0,7,0,0,10,0,0
Pertunmaa_2007,159,97,678,55,10,28,0,28,0,0,0,3,0,0,1,0,0
Pertunmaa_2011,126,76,572,214,17,42,0,25,0,0,0,2,0,0,0,0,0
Pertunmaa_2015,76,89,609,165,32,18,1,24,0,0,0,0,0,0,4,7,0
Pertunmaa_2019,89,107,458,166,37,36,0,24,19,0,0,0,0,0,1,0,0
Pertunmaa_2023,97,205,256,193,18,23,1,33,0,0,0,1,0,5,0,0,0
Peräseinäjoki -05_1983,200,558,1167,432,227,0,2,78,0,0,0,0,0,0,0,0,0
