'Ehdokasnumero';'Etunimet';'Sukunimi';'Arvo/ammatti/tehtava';'Vaalipiiri/Kunta';'Puolue';'Saapumispaiva';'Muokkauspaiva';'Ehdokkaan mahdollisen tukiryhman nimi';'Vaalikampanjan kulut yhteensa';'Sanoma- ilmaisjakelu- ja aikakauslehdet';'Radio';'Televisio';'Tietoverkot';'Muut viestintavalineet';'Ulkomainonta';'Vaalilehtien esitteiden ja muun painetun materiaalin hankinta';'Mainonnan suunnittelu';'Vaalitilaisuudet';'Vastikeellisen tuen hankintakulut';'Muut kulut';'Vaalikampanjan rahoitus yhteensa';'2.1 Rahoitus sisaltaa omia varoja yhteensa';'2.2 Rahoitus sisaltaa ehdokkaan ja tukiryhman ottamia lainoja yhteensa';'2.3 Rahoitus sisaltaa yksityishenkiloilta saatua tukea yhteensa';'2.3 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta yksityishenkilolta ("x")';'2.3 Rahoitus sisaltaa yksityishenkiloilta saatua tukea yhteensa lisatietokentan teksti';'2.4 Rahoitus sisaltaa yrityksilta saatua tukea yhteensa';'2.4 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta yrityksilta ("x")';'2.4 Rahoitus sisaltaa yrityksilta saatua tukea yhteensa lisatietokentan teksti';'2.5 Rahoitus sisaltaa puolueelta saatua tukea yhteensa';'2.5 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta puolueelta ("x")';'2.5 Rahoitus sisaltaa puolueelta saatua tukea yhteensa lisatietokentan teksti';'2.6 Rahoitus sisaltaa puolueyhdistyksilta saatua tukea yhteensa';'2.6 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta puolueyhdistyksilta ("x")';'2.6 Rahoitus sisaltaa puolueyhdistyksilta saatua tukea yhteensa lisatietokentan teksti';'2.7 Rahoitus sisaltaa muilta tahoilta saatua tukea yhteensa';'2.7 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta muilta tahoilta ("x")';'2.7 Rahoitus sisaltaa muilta tahoilta saatua tukea yhteensa lisatietokentan teksti';'2.8 Rahoitus sisaltaa valitettya tukea yhteensa';'E. vapaaehtoinen erittely'
'0067';'Mia';'Haglund';'generalsekreterare, politices magister';'Helsingin vaalipiiri';'VAS';'30.5.2023';'';'Mia Haglundin tukiryhmä';'10753,82';'2246,70';'0';'0';'1850,14';'86,16';'2702';'2744';'0';'824,82';'0';'300';'10753,82';'4769,32';'0';'2585,5';'X';'';'0';'X';'';'0';'X';'';'400';'X';'';'2999';'';'';'0';''
'0070';'Veronika';'Honkasalo';'kansanedustaja, valtiotieteiden tohtori, riksdagsledamot, politices doktor';'Helsingin vaalipiiri';'VAS';'5.6.2023';'';'Veronika Honkasalon tukiryhmä';'22278,92';'7662,44';'';'';'860,56';'';'4910';'7428,27';'372';'1045,65';'';'';'22278,92';'4822,92';'';'7557,00';'X';'';'550,00';'';'';'';'X';'';'1949,00';'X';'';'7400,00';'';'';'';''
'0074';'Mai';'Kivelä';'kansanedustaja, Master of Arts';'Helsingin vaalipiiri';'VAS';'29.5.2023';'';'Mai Kivelän tukiryhmä';'43949,19';'4798,46';'';'';'20626,38';'';'5186,85';'3694,24';'7480';'1917,26';'196';'50';'43949,19';'10533,81';'';'16670,38';'';'Tero Leponiemi, mainonnan suunnittelu saatu palveluna, arvo 7480 euroa.';'';'X';'';'';'X';'';'950';'X';'';'15795';'';'';'';''
'0076';'Minja';'Koskela';'yhteiskuntatieteiden maisteri, musiikin tohtori';'Helsingin vaalipiiri';'VAS';'28.5.2023';'';'Minja Koskelan tukiryhmä';'24932,73';'';'1004,40';'';'6929,42';'76,73';'4942';'6107,24';'1798';'3519,14';'532,7';'23,1';'24932,73';'3908,72';'0';'16174,01';'X';'';'0';'X';'';'0';'X';'';'250';'X';'';'4600';'';'';'';''
'0086';'Eva';'Biaudet';'riksdagsledamot, kansanedustaja';'Helsingin vaalipiiri';'RKP';'5.6.2023';'';'';'56996,65';'22502,77';'';'';'5991,51';'2395,46';'2017,85';'14606,99';'2770,78';'420,79';'';'6290,50';'56996,65';'3947,65';'';'25869';'';'';'2390';'X';'';'6640';'';'';'7030,00';'';'';'11120,00';'';'';'';''
'0098';'Marcus';'Rantala';'politices magister, partner, valtiotieteiden maisteri, osakas';'Helsingin vaalipiiri';'RKP';'4.6.2023';'';'Svensk metropol rf';'68241,20';'36383,63';'';'';'4423,05';'5775,67';'9663';'1496,93';'2233,71';'2934,58';'4882';'448,63';'68241,20';'1749,20';'';'18602';'X';'';'17280';'X';'';'10200';'';'';'1000';'X';'';'19410';'';'';'';''
'0132';'Maaret';'Castrén';'lääkäri, professori';'Helsingin vaalipiiri';'KOK';'14.5.2023';'';'';'13921,07';'5198,07';'';'';'';'120,00';'2356,00';'1341,00';'4906,00';'';'';'';'13921,07';'2461,07';'0';'4150,00';'';'';'3800,00';'';'';'510,00';'';'';'0';'';'';'3000,00';'';'';'0,00';''
'0136';'Atte';'Kaleva';'kansanedustaja, sotatieteiden maisteri';'Helsingin vaalipiiri';'KOK';'5.6.2023';'';'Menestyvä Suomi ry';'22492,29';'5979,46';'';'';'1181,60';'';'7680,43';'7154,80';'496';'';'';'';'22492,29';'6663,29';'';'5415';'X';'';'499';'X';'';'525';'X';'';'3000';'';'';'6390';'';'';'';''
'0138';'Terhi';'Koulumies';'kansanedustaja, valtiotieteiden maisteri';'Helsingin vaalipiiri';'KOK';'5.5.2023';'';'';'44757,36';'5649,8';'';'13999,68';'3715,02';'';'19675,81';'272,65';'911,4';'';'';'533';'44757,36';'41982,64';'';'';'X';'';'';'X';'';'';'X';'';'2774,72';'';'';'';'X';'';'';''
'0141';'Jarmo';'Lindberg';'kenraali evp.';'Helsingin vaalipiiri';'KOK';'1.6.2023';'';'';'43910,00';'23271,62';'4984,43';'0';'2083,46';'0';'3364,37';'5299,44';'756,20';'2301';'0';'1849,48';'45409,00';'0,00';'0,00';'20515,00';'X';'';'17094,00';'X';'';'300,00';'X';'';'3000,00';'';'';'4500,00';'';'';'0,00';''
'0146';'Aura';'Salla';'valtiotieteiden tohtori, EU-asioiden johtaja';'Helsingin vaalipiiri';'KOK';'31.5.2023';'';'Eurooppalainen Helsinki ry';'50823,29';'3996,37';'';'';'2323,32';'';'37829,00';'3972,44';'2000';'666,12';'';'36,04';'50823,29';'36614,29';'0';'709';'';'';'300';'X';'';'0';'X';'';'7200';'';'';'6000';'';'';'';''
'0147';'Sari';'Sarkomaa';'kansanedustaja, terveydenhuollon maisteri';'Helsingin vaalipiiri';'KOK';'4.6.2023';'';'Sarin Tukiyhdistys';'30018,19';'7415,84';'';'';'';'1475,22';'7066,77';'12008,38';'1320';'';'';'731,98';'30018,19';'24,19';'';'4330';'X';'';'12400';'';'';'';'';'';'1964';'X';'';'11300';'';'';'9600';''
'0152';'Elina';'Valtonen';'kansanedustaja, diplomi-insinööri';'Helsingin vaalipiiri';'KOK';'1.6.2023';'';'';'136739';'10253';'';'';'25353';'13419';'41737';'12667';'15520';'3439';'';'14351';'178625';'0';'0';'125152';'';'Paananen, Soini ja Ihamuotila maksoivat vahingossa yli ilmoitusrajan. Ilmoitusrajan ylittävät varat on palautettu lahjoittajille kun virhe on havaittu 22.7. ja asia raportoitu VTV:lle.Soini Sirkku 2998,00 euroa (16.1.2023 kaksi kertaa 1499,00 euroa)Paananen Ilkka 2998,00 euroa (19.1.2023 kaksi kertaa 1499,00 euroa)Ihamuotila Mika 1990 euroa (24.10.2022 500 euroa ja 20.2.2023 + 1490 euroa)';'29983';'';'Linnea Capital Oy maksoi vahingossa euron yli ilmoitusrajan (1500 eur). Ylimääräinen euro on palautettu 22.7. ja raportoitu VTV:lle.';'1495';'X';'';'0';'X';'';'21995';'X';'';'0';''
'0154';'Ben';'Zyskowicz';'oikeustieteen kandidaatti, kansanedustaja';'Helsingin vaalipiiri';'KOK';'2.6.2023';'';'Ben Zyskowiczin tukiryhmä';'56764,6';'34179,79';'0';'0';'12439,07';'0';'3162';'2848,89';'2269,2';'0';'0';'1865,65';'69362';'0';'0';'28845';'';'';'23508';'';'Lihatukku Veijo Votkin Oy:n tuesta on myöhemmin palautettu yritykselle 361 euroa. ';'2009';'';'';'3000';'';'';'12000';'';'Kouluinfo ry:n tuki on maksettu kokonaisuudessaan yhdistykselle takaisin. ';'10409';''
'0169';'Hilkka';'Ahde';'eläkeläinen, lastentarhanopettaja';'Helsingin vaalipiiri';'SDP';'3.6.2023';'';'Hilkka Ahteen tukiryhmä';'23806,65';'2815,04';'0';'0';'8793,51';'0';'5491,96';'2933,98';'864,28';'2421,20';'';'486,68';'24147,72';'0';'0';'703,00';'X';'';'4000,00';'';'';'0';'X';'';'0';'X';'';'19444,72';'';'';'0';''
'0173';'Elisa';'Gebhard';'juristi';'Helsingin vaalipiiri';'SDP';'2.6.2023';'';'Oikeudenmukaisemman Suomen puolesta ry ';'26919,27';'191';'';'';'22407';'';'';'1260,27';'1364';'897';'';'800';'26919,27';'7042,64';'';'3876,63';'X';'';'';'X';'';'';'X';'';'7000';'';'';'9000';'';'';'';''
'0174';'Tuula';'Haatainen';'Valtiot.maisteri, sairaanhoitaja';'Helsingin vaalipiiri';'SDP';'5.6.2023';'';'Kestävän kasvun puolesta ry';'35451,19';'13119,75';'2269,21';'0';'7178,03';'0';'6864,43';'3541,75';'';'0';'1289,00';'1189,02';'35548,36';'18643,36';'0,0';'220,00';'X';'';'750,00';'X';'';'400,00';'X';'';'1365,00';'X';'';'14170,00';'';'';'0,0';''
'0175';'Timo';'Harakka';'ministeri, kansanedustaja';'Helsingin vaalipiiri';'SDP';'5.6.2023';'';'';'49056,33';'13126,19';'0';'0';'403,91';'123,76';'25638';'3702,41';'2496';'1901,88';'1252,2';'411,98';'49393,77';'5427,68';'0';'5965,09';'';'';'11851';'';'Kansakunta Oy on ehdokkaan omistuksessa (90%) oleva yhtiö. Ehdokas on korvannut yhtiölle 6000 euron ylittävän osuuden (3451 eu). ';'';'';'';'1000';'X';'';'25150';'';'Pro Markkitalous ry (3134917-1) tuki 0 eur. ';'0';''
'0176';'Eveliina';'Heinäluoma';'kansanedustaja, yhteiskuntatieteiden maisteri';'Helsingin vaalipiiri';'SDP';'5.6.2023';'';'Eveliina Heinäluoman tukiyhdistys ry';'45356,78';'11229,08';'0';'0';'1921,46';'0';'8433,00';'14842,96';'775,00';'2398,08';'0';'5757,20';'45356,78';'1583,96';'0';'15151,82';'';'';'0';'X';'';'0';'X';'';'750,00';'X';'';'27871,00';'';'';'8821';''
'0189';'Nasima';'Razmyar';'apulaispormestari';'Helsingin vaalipiiri';'SDP';'28.5.2023';'';'Tasa-arvoinen Helsinki ry';'56427,51';'7621,70';'1170,56';'';'8869,16';'';'25719,12';'3181,72';'2037,48';'2393,00';'';'5434,77';'58725,31';'7977,51';'';'4760,00';'';'';'2400';'X';'';'400,00';'';'';'';'';'';'43187,80';'';'';'';''
'0193';'Jussi';'Halla-aho';'kansanedustaja';'Helsingin vaalipiiri';'PS';'6.4.2023';'';'';'2154,50';'';'';'';'';'';'2154,50';'';'';'';'';'';'2154,50';'2154,50';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0203';'Teija';'Makkonen';'sotatieteiden maisteri';'Helsingin vaalipiiri';'PS';'14.5.2023';'';'Tukiyhdistys Teija Makkonen';'20127,98';'10144,03';'930';'';'1329,85';'';'3701,61';'3462,49';'';'';'';'560';'20127,98';'6422,19';'0';'9061,79';'';'';'4344,00';'';'';'0';'';'';'0';'';'';'300,00';'X';'';'0';''
'0207';'Mari';'Rantanen';'kansanedustaja, ensihoitaja';'Helsingin vaalipiiri';'PS';'28.5.2023';'';'';'14254,72';'5388,82';'';'';'1396,86';'';'4312,10';'1111,06';'';'';'';'2045,88';'14254,72';'14254,72';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0208';'Wille';'Rydman';'kansanedustaja, valtiotieteiden maisteri';'Helsingin vaalipiiri';'PS';'4.6.2023';'';'Vapauden vaalijat ry';'40889,83';'6420,97';'';'';'5436,52';'4397,56';'15822,56';'3714,62';'2844';'947,80';'773';'532,80';'40889,83';'94,73';'';'26320,10';'';'';'14475';'';'';'';'';'';'';'';'';'';'';'';'';''
'0216';'Alviina';'Alametsä';'Euroopan parlamentin jäsen, valtiotieteiden kandidaatti';'Helsingin vaalipiiri';'VIHR';'20.5.2023';'';'';'13718';'1157,34';'';'';'7683,82';'';'2629';'2137';'';'110,84';'';'';'13718';'5155,00';'';'1538';'X';'';'';'X';'';'';'X';'';'1150';'X';'';'5875';'';'';'';''
'0218';'Fatim';'Diarra';'vanhempi yhteiskunnallisen viestinnän asiantuntija';'Helsingin vaalipiiri';'VIHR';'29.5.2023';'';'Fatim Diarran tukiyhdistys';'52494,47';'10600,05';'0';'0';'9275,71';'0';'10420,58';'5063,63';'6625,2';'5845,74';'2809,22';'1854,34';'52494,47';'579,44';'0';'31543,03';'';'Tapani Vuola, Helsinki, tuki kampanjaa 1000 eurolla. Tuuli Gröhnin tuki on työsuoritus graafisen ilmeen suunnittelusta ja toteutuksesta.';'4130';'X';'';'0';'X';'';'1492';'X';'';'14750';'';'';'0';''
'0220';'Pekka';'Haavisto';'ulkoministeri, kansanedustaja';'Helsingin vaalipiiri';'VIHR';'3.6.2023';'';'';'45513,27';'12055,41';'4952,68';'0';'4820,63';'0';'15094,45';'1086,92';'3534,00';'882,41';'2312';'774,77';'45513,27';'0';'0';'9163,27';'';'';'15200';'';'';'0';'X';'';'0';'X';'';'21150';'';'';'0';''
'0221';'Atte';'Harjanne';'kansanedustaja, diplomi-insinööri';'Helsingin vaalipiiri';'VIHR';'27.5.2023';'';'';'43720,75';'7284,79';'2529,6';'0';'19805,68';'877,61';'8981,59';'2374,48';'50';'762';'535';'520';'43720,75';'6135,07';'0';'21601,74';'';'Vihreiden ehdokassopimuksen mukaisesti kaikki 1000 e tai yli lahjoittaneet on julkaistava, joten ilmoitan myös seuraavat yksityishenkilöiden tekemät lahjoitukset:Janne Peltola,Tampere, 1000 eOsmo Soininvaara, Helsinki, 1000 e';'1298,95';'X';'';'0';'X';'';'199,65';'X';'';'14485,34';'';'';'0';''
'0230';'Maria';'Ohisalo';'puolueen puheenjohtaja, ympäristö- ja ilmastoministeri';'Helsingin vaalipiiri';'VIHR';'3.6.2023';'';'';'37274,33';'1306,34';'';'';'13231,41';'';'7274';'1924,48';'9687,58';'1042,8';'240,4';'2567,32';'37274,33';'6463,42';'';'12120,91';'';'';'';'X';'';'';'X';'';'';'X';'';'18690';'';'';'';''
'0052';'Noora';'Fagerström';'yrittäjä';'Uudenmaan vaalipiiri';'KOK';'5.6.2023';'';'';'25813,94';'2400';'0';'0';'0';'1430,82';'3766';'10188,98';'0';'2278,68';'4744,50';'1004,96';'25813,94';'9419,80';'0';'6000';'';'';'10394,14';'';'';'0';'';'';'0';'';'';'0';'';'';'0';''
'0061';'Pia';'Kauma';'kauppatieteiden maisteri, kansanedustaja';'Uudenmaan vaalipiiri';'KOK';'5.6.2023';'';'Pia Kauman tukiryhmä';'80984,12';'9721,83';'3236,57';'5933,40';'1720,00';'10309,73';'42698,84';'4216,54';'3001,05';'';'138,50';'7,66';'80984,12';'32946,12';'';'7863,00';'X';'';'20320,00';'';'Osallistumiset vaaliseminaariin.';'';'';'';'';'';'';'19855';'';'';'';''
'0062';'Pihla';'Keto-Huovinen';'kansanedustaja, aluesyyttäjä';'Uudenmaan vaalipiiri';'KOK';'5.6.2023';'';'Momentum -ääni oikeutesi puolesta ry';'52336,96';'23870,27';'';'';'12836,59';'';'5308,96';'6625,08';'';'330';'';'3366,06';'52559,13';'6141,84';'11500,00';'10477,49';'';'Muuna tukena ja kuluna olen merkinnyt lainaan saamani peräkärryn, jonka laina-ajasta en joutunut maksamaan mitään. Tuki/kuluarvio 1000 e, näkyy vaalikampanjan rahoituksessa (yksityishlöltä saaduissa tuissa) ja kuluissa (muut kulut) laskennallisena eränä. ';'15439,80';'';'Olen saanut yrityksiltä tukea niin, että ne ovat ostaneet kahteen Helsingin Kansallismedia Oy:n järjestämään talousseminaariin lippuja. Minkään yrityksen lippuosto ei ole ylittänyt 1500 e rajaa. Tukiyhdistys on saanut tästä eri yrityksille tehdystä lippujen myynnistä 6400e. Raccoonbox Oy on tukenut vaalikampanjaani tekemällä vaalivideoitani minulle 5914,80 euron edestä ilman, että ovat tästä työstä laskuttaneet. Tämä summa näkyy niin vaalikampanjan rahoituksessa (yrityksiltä saatuna tukena) ja kuluissa (tietoverkoissa) laskennallisena summana.Lisäksi olen saanut auton teippauksen tukena kampanjaani (1490 e), jonka olen lisännyt laskennallisena lisänä yrityksiltä saatuun tukeen ja merkinnyt muuna kuluna menoihin. ';'0';'';'';'3000';'';'';'6000,00';'';'';'';'Kukut on maksettu Tukiyhdistykseni Momentum -ääni oikeutesi puolesta ry:n tililtä muutoin paitsi FB-mainonta on maksettu omalta luottokortiltani.'
'0063';'Mia';'Laiho';'kansanedustaja, erikoislääkäri';'Uudenmaan vaalipiiri';'KOK';'4.6.2023';'';'';'45183,47';'14250,98';'';'';'';'333,00';'28801,78';'1797,71';'';'';'';'';'49633,47';'36853,47';'';'640,00';'X';'';'2690';'X';'';'50';'X';'';'';'X';'';'9400';'';'';'';''
'0065';'Jarno';'Limnell';'sotatieteiden tohtori, työelämäprofessori';'Uudenmaan vaalipiiri';'KOK';'28.5.2023';'';'';'104289,96';'53000';'';'21000';'7137,46';'';'22000';'';'';'1152,50';'';'';'105594';'0';'0';'57508';'';'';'42086';'';'';'0';'X';'';'0';'X';'';'6000';'';'';'';''
'0068';'Sari';'Multala';'ekonomi, kansanedustaja';'Uudenmaan vaalipiiri';'KOK';'5.6.2023';'';'Kuninkaanmäen tuki ry';'44445';'4960';'';'';'975,49';'';'26367,18';'6126,96';'';'2317,80';'';'3697,57';'44445';'13601';'0';'5145,00';'X';'';'11149,00';'X';'';'0';'X';'';'2000';'';'';'12550';'X';'';'';''
'0069';'Kai';'Mykkänen';'kansanedustaja, ekonomisti';'Uudenmaan vaalipiiri';'KOK';'5.6.2023';'';'Rohkeutta reformeihin ry';'85316,51';'25597,67';'0';'0';'11064,22';'0';'43406,98';'829,01';'1686';'1844,30';'888,33';'0';'87666';'0';'0';'18523';'';'';'34240';'';'';'0';'X';'';'0';'X';'';'34903';'';'';'0';'Muilta tahoilta saaduksi luetteloitu tuki on täysimääräisesti tukea suomalaisilta yhdistyksiltä.'
'0070';'Martin';'Paasi';'talousasiantuntija';'Uudenmaan vaalipiiri';'KOK';'28.4.2023';'';'';'11978,54';'656,70';'0';'0';'6322,79';'0';'1188,96';'930';'2000';'300';'0';'580,09';'11978,54';'1053,85';'0';'4109,69';'X';'';'1815';'X';'';'500';'X';'';'0';'X';'';'4500';'';'';'0';''
'0073';'Susanne';'Päivärinta';'yhteiskuntatieteiden maisteri, toimittaja';'Uudenmaan vaalipiiri';'KOK';'31.5.2023';'';'';'47740,64';'0';'4914,34';'0';'25720,75';'';'7823,83';'3705,41';'180';'410,55';'250';'4735,76';'47740,64';'13362,61';'0';'17764,71';'';'';'12013,32';'';'';'100';'X';'';'0';'X';'';'4500';'';'';'0';''
'0078';'Tere';'Sammallahti';'yksikönpäällikkö';'Uudenmaan vaalipiiri';'KOK';'4.6.2023';'';'Vapaus ry';'72 372,99';'18 307,34';'0,00';'0,00';'29 141,65';'6 587,34';'3 487,33';'9 705,19';'112,49';'150,00';'1 422,94';'3 458,71';'75 099,99';'6 628,27';'0,00';'41 334,72';'';'';'22 637,00';'';'';'0,00';'X';'';'0,00';'X';'';'4 500,00';'';'';'0,00';''
'0079';'Pekka';'Toveri';'kenraalimajuri evp., yrittäjä';'Uudenmaan vaalipiiri';'KOK';'31.5.2023';'';'Tukiyhdistys Team PeTo';'24097,27';'13222,74';'';'';'1640,02';'';'5677,04';'3087,44';'';'';'';'470,03';'29460,00';'0';'0';'16720,00';'';'';'3980,00';'X';'';'0';'';'';'0';'';'';'8760,00';'';'';'2160,00';''
'0082';'Heikki';'Vestman';'kansanedustaja, lakimies';'Uudenmaan vaalipiiri';'KOK';'5.6.2023';'';'Suomelle turvaa ry';'116952,87';'7914,83';'0';'18808,34';'12930,39';'0';'56901,9';'12455,56';'5204,23';'2528,34';'0';'209,28';'116952,87';'3383,87';'0';'34395';'';'';'62279';'';'';'295';'X';'';'4000';'';'';'12600';'';'';'0';''
'0101';'Pia';'Lohikoski';'valtiotieteiden maisteri, kansanedustaja';'Uudenmaan vaalipiiri';'VAS';'5.6.2023';'';'';'35655,61';'10650,48';'0';'0';'1310';'0';'14319,20';'3268,68';'0';'5857,25';'0';'250';'35655,61';'15801,32';'';'1320';'X';'';'';'X';'';'';'X';'';'3985,29';'';'';'14549';'';'';'';''
'0114';'Jussi';'Saramo';'kansanedustaja';'Uudenmaan vaalipiiri';'VAS';'26.4.2023';'';'';'44938,49';'24109,3';'0';'0';'732,07';'0';'13335,23';'1943,7';'3607,10';'1211,09';'0';'0';'44938,49';'18219,20';'0';'885';'X';'';'2500,00';'';'';'0';'X';'';'235,29';'X';'';'23099,00';'';'';'0';''
'0125';'Harry';'Harkimo';'kansanedustaja';'Uudenmaan vaalipiiri';'LIIK';'5.6.2023';'';'';'30485';'';'';'';'';'';'';'30485';'';'';'';'';'30485';'24485';'0';'0';'';'';'6000';'';'';'0';'';'';'0';'';'';'0';'X';'';'0';''
'0141';'Nina';'Nummela';'kauppatieteiden maisteri, yrittäjä';'Uudenmaan vaalipiiri';'LIIK';'31.5.2023';'';'';'29408,90';'3078,18';'';'18228';'375';'1368';'713';'2325,72';'275';'';'';'3046';'29408,90';'16030,70';'0';'8678,20';'';'';'1700';'';'';'0';'X';'';'0';'X';'';'3000';'';'';'';''
'0178';'Ari';'Mönttinen';'lääketieteen lisensiaatti, yleislääketieteen erikoislääkäri';'Uudenmaan vaalipiiri';'KD';'7.5.2023';'';'';'11990';'6508';'';'';'20';'';'4490';'272';'';'700';'';'';'11999';'10014';'';'315';'X';'';'';'X';'';'500';'';'';'1170';'X';'';'0';'X';'';'';''
'0181';'Mika';'Poutala';'Kansanedustaja, yrittäjä';'Uudenmaan vaalipiiri';'KD';'5.6.2023';'';'Mika Poutala kannatusyhdistys ry';'29658,72';'5909,26';'4000';'0';'1141,88';'0';'14687,68';'1534,83';'99';'1737,07';'549';'0';'32921,52';'6148,29';'0,00';'8673,23';'';'';'13100,00';'';'';'500,00';'X';'';'3000,00';'';'';'1500,00';'';'';'0';''
'0198';'Tiina';'Elo';'maatalous- ja metsätieteiden maisteri, kansanedustaja, riksdagsledamot';'Uudenmaan vaalipiiri';'VIHR';'29.5.2023';'';'';'46030,93';'6956,84';'';'';'2621,54';'';'21820,71';'5905,53';'4829,80';'1043,41';'';'2853,10';'46030,93';'25762,73';'';'18968,20';'';'';'';'X';'';'';'X';'';'300';'X';'Espoon vihreät naiset ry 200 e Espoon tieteen ja teknologian vihreät ry 100 e';'1000';'X';'Stiftelsen för det tvåspråkiga Finland 1000 e';'';''
'0202';'Inka';'Hopsu';'kansanedustaja, luokanopettaja, riksdagsledamot, klasslärare';'Uudenmaan vaalipiiri';'VIHR';'5.6.2023';'';'';'29164,42';'2473,55';'';'';'3914,31';'';'19076,26';'1629,61';'500';'208,19';'';'1362,50';'29164,42';'13361,21';'';'8595,02';'X';'';'';'X';'';'';'X';'';'208,19';'X';'';'7000';'';'';'';''
'0204';'Saara';'Hyrkkö';'diplomi-insinööri, kansanedustaja, diplomingenjör, riksdagsledamot';'Uudenmaan vaalipiiri';'VIHR';'4.6.2023';'';'';'42905,58';'6443,64';'';'';'14555,93';'';'18590';'1873,51';'';'350';'532,5';'560';'42905,58';'11945,59';'';'15212,35';'';'Vihreiden ehdokkaat sitoutuvat julkaisemaan myös tuhannen euron ylittävät lahjoitukset: Janne Peltola 1075 euroa sekä Kerstin Rinne 1000 euroa. Yhteensä summa sisältää 185 kpl yksityishenkilöiden lahjoituksia alkaen 10 eurosta.';'850';'X';'';'';'X';'';'297,64';'X';'';'14600';'';'Summa koostuu muilta osin yhdessä Atte Harjanteen kanssa järjestetyn varainhankintaseminaarin tuotoista.';'';''
'0212';'Noora';'Koponen';'kansanedustaja, fysioterapeutti, riksdagsledamot, fysioterapeut';'Uudenmaan vaalipiiri';'VIHR';'4.6.2023';'';'Noora Koposen tukiryhmä';'20772,90';'732,94';'0';'0';'171,98';'0';'13394';'2287,80';'0';'1133';'2873,30';'179,88';'20813,55';'8605,74';'0';'9607,81';'X';'';'1000';'X';'';'0';'X';'';'0';'X';'';'1600,00';'X';'';'0';'Yrityksiltä saadun tuen osuus sisältää Anyhow Oy 1000 euron kertalahjoituksen.'
'0240';'Maria';'Guzenina';'kansanedustaja';'Uudenmaan vaalipiiri';'SDP';'5.6.2023';'';'Yhdessä terve yhteiskunta ry';'18227,47';'1234,14';'';'';'';'';'12512,40';'4165,93';'';'315,00';'';'';'18425';'0';'0';'0';'';'';'2500';'';'';'';'';'';'3350';'';'';'12575';'';'';'';''
'0247';'Kimmo';'Kiljunen';'valtiotieteiden tohtori, kansanedustaja';'Uudenmaan vaalipiiri';'SDP';'17.5.2023';'';'';'30543,16';'19186,35';'';'';'';'321,81';'10275,44';'';'400';'211,70';'';'147,86';'31393,16';'8563,16';'0';'200';'X';'';'0';'X';'';'0';'X';'';'14000';'';'';'8630,00';'';'';'0';''
'0251';'Miapetra';'Kumpula-Natri';'insinööri, europarlamentaarikko';'Uudenmaan vaalipiiri';'SDP';'4.6.2023';'';'';'59067,30';'32631,39';'0';'0';'1135,20';'0';'9478,29';'9756,91';'4334';'1408,81';'0';'322,70';'59067,30';'1939,80';'0';'877,50';'X';'';'4750';'X';'';'400';'X';'';'10000';'';'';'41100';'';'';'0';''
'0252';'Johan';'Kvarnström';'riksdagsledamot, chefredaktör, kansanedustaja, päätoimittaja';'Uudenmaan vaalipiiri';'SDP';'27.4.2023';'';'';'24823,18';'9115,67';'0';'0';'2090';'1200';'6331,41';'2910,54';'2595,20';'300';'0';'280,36';'24862,50';'0';'0';'1000,00';'X';'';'0';'X';'';'0';'X';'';'13090';'';'';'10772,50';'';'';'';''
'0254';'Antti';'Lindtman';'kansanedustaja, eduskuntaryhmän puheenjohtaja';'Uudenmaan vaalipiiri';'SDP';'5.6.2023';'';'Uusmaalaisten Puolesta ry';'59223,16';'13961,36';'';'18317,13';'8031,29';'2258,64';'6355,52';'5134,84';'';'1883,9';'1291';'1989,48';'65228,00';'0';'0';'700';'X';'';'9750,00';'';'';'0';'';'';'17178';'';'';'37600,00';'';'';'0';''
'0256';'Helena';'Marttila';'valtiotieteiden maisteri, sosiaalityöntekijä';'Uudenmaan vaalipiiri';'SDP';'25.5.2023';'';'';'5482,64';'242';'';'';'19,98';'';'3074';'856';'';'951,16';'237,5';'102';'5482,64';'4260,64';'';'730';'X';'';'';'X';'';'492';'X';'';'';'X';'';'';'X';'';'';'Lisäksi saatu Demarinaisilta jakotavaraksi 200kpl siemenpusseja.'
'0258';'Eemeli';'Peltonen';'valtiotieteiden maisteri, viestinnän asiantuntija';'Uudenmaan vaalipiiri';'SDP';'4.6.2023';'';'Keski-Uudenmaan Tulevaisuus ry';'68124,88';'13818,04';'';'';'2910,36';'591,72';'25718,4';'9978,39';'1000';'1267,08';'';'12840,89';'68124,88';'31528,25';'';'6337,3';'X';'';'650';'X';'';'';'';'';'16125,5';'';'';'13483,83';'';'';'';''
