'Ehdokasnumero';'Etunimet';'Sukunimi';'Arvo/ammatti/tehtava';'Vaalipiiri/Kunta';'Puolue';'Saapumispaiva';'Muokkauspaiva';'Ehdokkaan mahdollisen tukiryhman nimi';'Vaalikampanjan kulut yhteensa';'Sanoma- ilmaisjakelu- ja aikakauslehdet';'Radio';'Televisio';'Tietoverkot';'Muut viestintavalineet';'Ulkomainonta';'Vaalilehtien esitteiden ja muun painetun materiaalin hankinta';'Mainonnan suunnittelu';'Vaalitilaisuudet';'Vastikeellisen tuen hankintakulut';'Muut kulut';'Vaalikampanjan rahoitus yhteensa';'2.1 Rahoitus sisaltaa omia varoja yhteensa';'2.2 Rahoitus sisaltaa ehdokkaan ja tukiryhman ottamia lainoja yhteensa';'2.3 Rahoitus sisaltaa yksityishenkiloilta saatua tukea yhteensa';'2.3 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta yksityishenkilolta ("x")';'2.3 Rahoitus sisaltaa yksityishenkiloilta saatua tukea yhteensa lisatietokentan teksti';'2.4 Rahoitus sisaltaa yrityksilta saatua tukea yhteensa';'2.4 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta yrityksilta ("x")';'2.4 Rahoitus sisaltaa yrityksilta saatua tukea yhteensa lisatietokentan teksti';'2.5 Rahoitus sisaltaa puolueelta saatua tukea yhteensa';'2.5 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta puolueelta ("x")';'2.5 Rahoitus sisaltaa puolueelta saatua tukea yhteensa lisatietokentan teksti';'2.6 Rahoitus sisaltaa puolueyhdistyksilta saatua tukea yhteensa';'2.6 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta puolueyhdistyksilta ("x")';'2.6 Rahoitus sisaltaa puolueyhdistyksilta saatua tukea yhteensa lisatietokentan teksti';'2.7 Rahoitus sisaltaa muilta tahoilta saatua tukea yhteensa';'2.7 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta muilta tahoilta ("x")';'2.7 Rahoitus sisaltaa muilta tahoilta saatua tukea yhteensa lisatietokentan teksti';'2.8 Rahoitus sisaltaa valitettya tukea yhteensa';'E. vapaaehtoinen erittely'
'0069';'Reijo';'Hongisto';'kansanedustaja, vanhempi konstaapeli';'Vaasan vaalipiiri';'PS';'21.06.2015';'';'Pohjanmaan puolesta Ry';'27138,70';'5428,78';'1808,00';'';'750,00';'';'155,00';'16051,14';'';'609,05';'';'2336,73';'27147,29';'7695,24';'';'6042,05';'X';'';'10710,00';'X';'Tukiyhdistykseni Pohjanmaan puolesta Ry julkaisi kaksi vaalilehteä joista yritykset ostivat mainostilaa, Kaikkien ilmoitusten hinta jäi alle 1500 euron, ';'';' ';'';'2700,00';' ';'';'';' ';'';'';'Vaalikampanjan muut kulut muodostuvat vuokraamani asuntoauton vuokrasta 1300.00 e ja auton polttoaineista 1036,73 e'
'0074';'Juha';'Mäenpää';'ammatillinen erityisopettaja, tapaturmaeläkkeellä';'Vaasan vaalipiiri';'PS';'22.06.2015';'22.06.2015';'';'23715,78';'8915,83';'1748,00';'2952,74';'100,00';'0';'4992,00';'3894,84';'596,17';'59,20';'0';'457,00';'23715,78';'17715,78';'0';'2200';'X';'';'3800';'X';'Vaaliliitteeseeni myymäni mainokset, yhteissumma 2000€ on kirjattu sisältyväksi tukeen, koska sille ei ollut muuta paikkaa tässä vaalirahailmoituspohjassa,';'0';' ';'';'0';' ';'';'0';' ';'';'0';'Piiri on maksanut piirin yhteismainonnan, ja sen kuluja en tiedä. Kohdassa C, vaalitilaisuudet, ilmotukseni 59,20€ sisältää lepomo laskun ja  2 kertaa 20€ kokoustilavuokran Ilmajoen Kisailijoille. Käteisellä maksamani Kauhajoen vaalitilaisuuden n. 80€ makkaralasku on hukkunut, makkara oli kuitenkin maistuvaa Wilhelmiä. Vaalirahoituksestani 100% käytettiin palveluihin ja tuotteisiin jotka on hankittu Vaasan vaalipiirin alueelta. '
'0081';'Maria';'Tolppanen';'kansanedustaja, toimittaja';'Vaasan vaalipiiri';'PS';'18.05.2015';'';'';'3400';'1510';'';'100';'';'';'';'1445';'';'170';'';'175';'3400';'1667';'';'633';'X';'';'500';'X';'';'100';'X';'';'';' ';'';'500';' ';'';'';''
'0098';'Susanna';'Koski';'HTM, puolueen nuorten liiton puheenjohtaja';'Vaasan vaalipiiri';'KOK';'20.06.2015';'';'';'67901,69';'15985';'';'9216,92';'700';'';'2294';'5966,95';'27098,65';'2655,58';'';'3984,59';'67901,69';'25354,78';'';'930';'X';'';'24897';' ';'';'';' ';'';'13919,91';' ';'';'2800';' ';'';'';''
'0105';'Paula';'Risikko';'liikenne- ja kuntaministeri, terveystieteiden tohtori';'Vaasan vaalipiiri';'KOK';'22.06.2015';'';'';'68712,10';'26498,86';'1400,00';'12603,36';'0,00';'0,00';'10460,96';'5346,88';'6200,00';'3013,30';'0,00';'3188,74';'68712,10';'34420,66';'0';'5545,00';'X';'';'23133,30';'X';'';'0,00';' ';'';'3888,74';' ';'';'1724,40';'X';'';'0';''
'0108';'Janne';'Sankelo';'kansanedustaja, puolueen varapuheenjohtaja';'Vaasan vaalipiiri';'KOK';'21.06.2015';'';'Janne Sankelon tukiryhmä';'43626,00';'18194,00';'';'8790,00';'';'1070,00';'5009,00';'5552,00';'1864,00';'442,00';'';'2705';'43626,00';'8876,00';'';'3750,00';'X';'';'25350,00';'X';'';'1000,00';'X';'';'4650,00';' ';'';'';'X';'';'';''
'0141';'Lasse';'Hautala';'kansanedustaja, agrologi';'Vaasan vaalipiiri';'KESK';'22.06.2015';'';'Pohjanmaamme 2020 ry';'63170,34';'31931,27';'1000,00';'11182,32';'-0';'-0';'1200,00';'8701,20';'6410,80';'1200,00';'-0';'1544,75';'63248,45';'2900,00';'15000,00';'3965,00';'X';'';'28883,45';' ';'';'400,00';'X';'';'12050,00';' ';'';'50,00';'X';'';'-0';''
'0147';'Mika';'Lintilä';'kansanedustaja, hallintotieteiden kandidaatti';'Vaasan vaalipiiri';'KESK';'22.06.2015';'28.07.2015';'Mika Lintilän tukiryhmä';'66444';'29917,07';'0';'7683,04';'0';'0';'10496,60';'3591,29';'6200';'86';'6720';'1750';'66692,23';'23200';'0';'11011';'X';'';'9795,60';'X';'';'0';'X';'';'4805';' ';'';'17880,63';' ';'Rahoitus Arkadian talouspoliittiselta seuralta muodostuu seminaarin lipputuloista, joista yksikään ei ole yli 1500 euroa, Summaa korjattu 866 euroa, joka aiemmin kirjattu yrityksiltä saaduksi tueksi, mutta ollut seminaarista myöhässä tulleita tuottoja,';'';''
'0153';'Tuomo';'Puumala';'kansanedustaja, yhteiskuntatieteiden maisteri';'Vaasan vaalipiiri';'KESK';'22.06.2015';'';'Tulevaisuuden rakentajat ry.';'49112,22';'20960,33';'';'6352,52';'438,43';'1536,12';'2882,40';'2913,76';'';'4788,42';'5642,78';'3597,46';'52525,24';'1000';'';'20855';'X';'';'15950';'X';'';'1600';' ';'Tukiyhdistys myi seminaarilippuja Suomen Keskustan 31,3,2015 järjestämään varainkeruuseminaariin, joista tukiyhdistys sai 1600 euron myyntiprovisiot,';'11120,24';' ';'Keskustan Kokkolan kunnallisjärjestön tuki koostuu suorasta tuesta sekä kahden ehdokkaan yhteisen vaalitoimiston vuokra- ja ylläpitokustannuksista, joista tähän kampanjaan kohdistuu laskennallisesti puolet,';'2000';'X';'';'';'Merkittävin osa yksityishenkilöiltä saadusta tuesta kerättiin järjestämällä valtakunnalliset tavara-arpajaiset. 5 euron hintaisia arpoja myytiin 3287 kappaletta. Poliisin suorittimassa arvonnassa arvottiin kolme tukiyhdistyksen ostamaa palkintoa: pihasauna, matkalahjakortti sekä Keskusta-pyörä. Arpajaisista kertyneet varat käytettiin täysimääräisesti eduskuntavaalikampanjan kuluihin.&lt;br /&gt;&lt;br /&gt;Tukihdistyksen tilille jääneet rahat käytetään yhdistyksen toimintaan sekä yhdistyksen päättämänä Tuomo Puumalan tulevan vaalitoiminnan suunnitteluun.'
'0024';'Margo Sakari';'Saxberg';'yrittäjä';'Keski-Suomen vaalipiiri';'VIHR';'22.06.2015';'';'';'32208,15';'3608,15';'1116';'1750';'4000';'';'5804';'7230';'4500';'1200';'';'3000';'32208,15';'30208,15';'0';'0';' ';'';'2000';' ';'';'0';' ';'';'0';' ';'';'0';' ';'';'';''
'0016';'Touko Juhani';'Aalto';'kansanedustajan avustaja, YTK';'Keski-Suomen vaalipiiri';'VIHR';'16.06.2015';'';'';'10871,86';'4785,44';'';'';'2628,06';'';'1960,00';'925,36';'';'60,00';'';'513,00';'10871,86';'2636,54';'';'7960,32';'X';'';'200,00';'X';'';'';'X';'';'75,00';'X';'';'';'X';'';'';'Lehtimainoksia julkaistiin seuraavissa lehdissä: Keskisuomalainen, Suur-Jyväskylän Lehti, Laukaa-Konnevesi, Viitasaaren Seutu, Jylkkäri, Sisä-Suomen Lehti, Korpilahti-lehti ja Jämsän Seutu. &lt;br /&gt;&lt;br /&gt;Verkossa mainoksia julkaistiin: Keskisuomalainen, Facebook, Torikokous.fi.&lt;br /&gt;&lt;br /&gt;Lisäksi kampanjalle hankittiin lyhtypylväsmainoksia, esitteitä, mainosliehu sekä pinssejä.&lt;br /&gt;&lt;br /&gt;Rahaa kului myös kampanjan tarjoiluihin sekä Keski-Suomen Vihreiden ehdokasmaksuun (350 euroa). &lt;br /&gt;&lt;br /&gt;Yksityishenkilöiltä saadut lahjoitukset kerättiin Vihreiden mikrolahjoitustyökalulla. Lisäksi Osmo Soininvaara lahjoitti yrityksensä kautta 200 euroa ja Keski-Suomen Vihreät tuki ehdokkaiden paikallislehti-ilmoittelua 75 eurolla.'
'0065';'Toimi';'Kankaanniemi';'entinen kansanedustaja ja ministeri';'Keski-Suomen vaalipiiri';'PS';'01.05.2015';'17.05.2015';'';'8095,55';'6515,65';'';'';'';'';'';'1271,40';'';'130,00';'';'178,50';'8095,55';'7815,55';'';'280,00';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'Puolueen piirijärjestö ja paikallisyhdistykset järjestivät puolueen vaalipiirin kaikille ehdokkaille yhteisiä vaalitilaisuuksia eri paikkakunnilla.  Järjestäjät maksoivat näistä aiheutuneet ilmoitus-, tarjoilu- ym kulut.'
'0047';'Petri';'Honkonen';'kansanedustaja, filosofian maisteri';'Keski-Suomen vaalipiiri';'KESK';'18.06.2015';'';'Pylköltä parlamenttiin ry';'27798,63';'15115,33';'438';'4093,24';'0';'77,94';'825,79';'1643';'587';'1019,55';'1455,50';'2543,28';'27798,63';'9993,63';'12800';'1155';'X';'';'1000';'X';'';'0';'X';'';'2550';' ';'';'300';'X';'';'0';''
'0050';'Anne';'Kalmari';'kansanedustaja, maa- ja metsätalousyrittäjä';'Keski-Suomen vaalipiiri';'KESK';'11.06.2015';'';'Kalmar Unioni ry';'33302,13';'27024,4';'1427,07';'600';'';'';'828,94';'1305,72';'';'';'917,61';'1198,39';'33302,13';'19580,09';'';'10304,5';'X';'';'1900';'X';'';'';'X';'';'117,54';'X';'';'1400';'X';'';'';'Ulkopuolinen rahoitus pienistä puroista:yksityishenkilöiltä saatua tukea yhteensä &lt;br /&gt;  eur  2090  +3937,50 arpajaistulot +230 jäsenmaksutulot  + tuotemyynti 3129,39&lt;br /&gt;'
'0041';'Mikael';'Palola';'kuntayhtymän johtaja';'Keski-Suomen vaalipiiri';'KOK';'22.06.2015';'';'Palovoima ry';'54800';'28800';'0';'6000';'4500';'0';'0';'4000';'1000';'1300';'6700';'2500';'54800';'3000';'';'4300';'X';'';'46000';' ';'';'';'X';'';'1500';'X';'';'';'X';'';'';''
'0074';'Mauno';'Vanhala';'yleislääketieteen professori, ylilääkäri';'Keski-Suomen vaalipiiri';'PS';'05.06.2015';'';'';'23000';'10100';'3300';'2600';'';'';'';'5000';'';'2000';'';'';'23000';'22000';'';'';'X';'';'';'X';'';'500';'X';'';'';'X';'';'500';'X';'';'';''
'0058';'Aila';'Paloniemi';'kansanedustaja, toimittaja';'Keski-Suomen vaalipiiri';'KESK';'06.05.2015';'';'Aila Paloniemen tukiryhmä';'23095,84';'14197,30';'1944';'150';'1755,50';'';'292';'1967,72';'';'2709,32';'';'80';'23095,84';'885,84';'20000';'710';'X';'';'';'X';'';'';'X';'';'1000';'X';'';'500';'X';'';'';''
'0056';'Petri';'Neittaanmäki';'yhteiskuntatieteiden maisteri, yrittäjä';'Keski-Suomen vaalipiiri';'KESK';'06.05.2015';'';'Jyväskylän Keskustaseura ry';'51300,03';'24979,54';'752';'6741,88';'';'';'12400';'407,15';'3028,70';'780,27';'';'2210,49';'51300,03';'41401,38';'';'3555';'X';'';'2843';'X';'';'2000';' ';'Myyty 5 lippua puolueen 31,3,2015 Helsingissä järjestämään talousseminaariin,';'1200';'X';'';'300';'X';'';'';''
'0078';'Lauri';'Ihalainen';'kansanedustaja, työministeri';'Keski-Suomen vaalipiiri';'SDP';'11.05.2015';'';'Palkansaajien Puolesta ry';'34850,01';'18796,79';'604';'2835,26';'51';'1133,36';'2907,34';'3040,48';'';'2844,54';'';'2637,24';'34850,01';'16970,01';'';'30';'X';'';'4750';'X';'';'';'X';'';'';'X';'';'13100';' ';'';'';''
'0075';'Susanna';'Huovinen';'kansanedustaja, peruspalveluministeri';'Keski-Suomen vaalipiiri';'SDP';'17.06.2015';'';'Susanna Huovisen tukiryhmä';'40063,25';'16070,06';'';'';'745,96';'';'9190,16';'1393';'8499,72';'545,55';'';'3618,8';'40063,25';'21278,91';'';'1450';'X';'';'';' ';'';'';' ';'';'16634,34';' ';'';'700';'X';'';'';'C. Vaalikampanjan kulujen erittely: Tietoverkot (Keskisuomalaisen bannerimainos) 745,96 eur, Vaalilehtien, esitteiden ja muun painetun materiaalin hankinta (Postikortit) 1393 eur, Mainonnan suunnittelu + uudet verkkosivut 8499,72 eur , Muut kulut (Vaalikuvaus, vaalivideo, vaalikynät, postimerkit) 3618,80 eur.'
'0045';'Sinuhe';'Wallinheimo';'kansanedustaja, LitM';'Keski-Suomen vaalipiiri';'KOK';'09.06.2015';'28.09.2015';'';'38402,35';'22350,19';'964,84';'3572,44';'1374,08';'1116';'';'3448,71';'3191,81';'2001,95';'';'382,33';'38402,35';'11976,70';'';'17562,65';' ';'';'8863';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0059';'Mauri';'Pekkarinen';'yhteiskuntatieteiden maisteri, kansanedustaja';'Keski-Suomen vaalipiiri';'KESK';'08.06.2015';'';'Keski-Suomen Kehitystyö ry';'47239,76';'31033,32';'1238,36';'5115,00';'';'';'2019,47';'3588,81';'375,72';'2880,08';'';'989,00';'47239,76';'24245,76';'';'3944,00';'X';'';'18050,00';'X';'';'';' ';'';'1000,00';'X';'';'';' ';'';'';''
'0061';'Teuvo';'Hakkarainen';'kansanedustaja, sahuri';'Keski-Suomen vaalipiiri';'PS';'22.06.2015';'';'';'40205,69';'8997,03';'5010,24';'5601,08';'4097,62';'1736';'457,56';'709';'3917,16';'';'';'9680';'52450';'';'50000';'';' ';'';'2450';'X';'';'';' ';'';'';' ';'';'';' ';'';'';'Muut kulut, oma arvio: oman auton käyttö 22 000 km x 44 senttiä, yht. 9680.'
'0083';'Riitta';'Mäkinen';'hankepäällikkö, YTM';'Keski-Suomen vaalipiiri';'SDP';'18.06.2015';'';'Keski-Suomi Uuteen aikaan';'25322,34';'10004,41';'';'';'2268,57';'';'1700,48';'2901,60';'2335,60';'1000';'';'5111,68';'25322,34';'3700';'0';'2211,98';'X';'';'0';'X';'';'0';'X';'';'18634,34';' ';'';'776,02';'X';'';'0';''
'0123';'Pirkko';'Mattila';'kansanedustaja, filosofian maisteri';'Oulun vaalipiiri';'PS';'22.06.2015';'';'Pirkko Mattilan tukiyhdistys';'22061,7';'11055,07';'1640,47';'2384,52';'150';'1244,30';'2149,9';'1753,26';'514';'350';'';'820,18';'22061,7';'21281,7';'';'200';'X';'';'';'X';'';'';'X';'';'150';'X';'';'430';'X';'';'';''
'0060';'Tytti';'Tuppurainen';'kansanedustaja, filosofian maisteri';'Oulun vaalipiiri';'SDP';'05.06.2015';'';'Pohjoisen etu ry';'38227';'14577';'0';'6262';'412';'';'11974';'1428';'1025';'1170';'0';'1379';'38234';'18197';'0';'3824';'X';'';'5590';' ';'';'0';' ';'';'1317';'X';'';'9306';'X';'';'';''
'0075';'Juha';'Sipilä';'kansanedustaja, diplomi-insinööri';'Oulun vaalipiiri';'KESK';'17.06.2015';'';'';'38341,29';'18638,20';'';'';'2343,60';'';'12169,06';'1780,02';'310';'3030,21';'';'70,20';'38341,29';'30091,29';'';'';'X';'';'3950';'X';'';'';' ';'';'4300';' ';'';'';' ';'';'';'Ehdokas on lisäksi rahoittanut tukiyhdistyksen kautta 3.000 eurolla Keskustan Pohjois-Pohjanmaan piirin ehdokkaiden yhteismainonnan kuluja.'
'0072';'Ulla';'Parviainen';'rehtori, kasvatustieteen maisteri';'Oulun vaalipiiri';'KESK';'14.06.2015';'';'Samaan suuntaan ry';'23611,23';'4413,00';'';'';'111,32';'';'1666,63';'7812,52';'1540,89';'3250,83';'635,12';'4180,92';'23611,23';'371,15';'';'7009,70';'X';'';'5490,00';'X';'';'';' ';'';'8893,50';' ';'';'1846,88';' ';'';'';''
'0069';'Eija';'Nivala';'kirkkoherra, teologian maisteri';'Oulun vaalipiiri';'KESK';'22.06.2015';'';'Avoimesti-Yhdessä-Vaikuttaen';'54789';'27746';'';'';'500,24';'';'6215,21';'15488,10';'';'2534,80';'';'2304,65';'54789';'16350';'';'21204';'X';'';'11275';'X';'';'';' ';'';'5960';' ';'';'';' ';'';'0';''
'0063';'Niilo';'Keränen';'lääkintöneuvos, kirjailija';'Oulun vaalipiiri';'KESK';'04.06.2015';'28.09.2015';'';'30721,29';'11695,72';'0';'0';'778,16';'0';'0';'11517,41';'0';'3698,42';'';'3031,58';'30721,29';'5754,89';'7000,00';'2124,30';'X';'';'0';' ';'';'0';' ';'';'11050,00';' ';'Keskustan Taivalkosken kunnallisjärjestö tukenut vaalikampanjaa 9850 €:lla; en löydä yhdistysrekisteristä, Loput 1200 euroa kolmelta eri puolueyhdistykseltä,';'4792,10';'X';'Tähän kohtaan olen merkinnyt arpajaisten tuoton 4492,10 (myytiin yksityishenkilöille, Oulun Poliisilaitoksen lupa) sekä ammatilliselta järjestöltä saadun lahjoituksen 300 €,';'0';'Kuluihin sisältyvä &quot;Muut kulut&quot; sisältää Keskustan Pohjois-Pohjanmaan piirille maksetun 3000 € yhteismainontaan, josta ilmeisesti maksettu niin materiaalikuluja, lehtimainontaa kuin myös TV-mainontaa. Kuluun sisältyy myös pankin tilinhoitokustannuksia (vaalitilin omistaja Keskustan Taivalkosken kunnallisjärjestö) 31,58.'
'0147';'Hanna';'Sarkkinen';'filosofian maisteri';'Oulun vaalipiiri';'VAS';'18.06.2015';'';'';'24977,28';'10127,80';'';'3224';'3946,40';'';'';'5193,34';'1250';'1069,74';'';'166';'24977,28';'3100';'';'4577,28';'X';'';'';'X';'';'';'X';'';'7200';' ';'';'10100';' ';'';'';''
'0074';'Antti';'Rantakangas';'kansanedustaja';'Oulun vaalipiiri';'KESK';'22.06.2015';'22.06.2015';'Pohjoisen Puolesta ry';'69430';'4091';'997';'21034';'1473';'';'';'25599';'136';'1436';'';'14664';'69437';'38000';'';'5665';'X';'';'23622';'X';'';'';' ';'';'2150';' ';'';'';' ';'';'';'Muut kulut: piirijärjestön yhteiset vaalikulut 3 000 eur'
'0078';'Mirja';'Vehkaperä';'kansanedustaja, luokanopettaja';'Oulun vaalipiiri';'KESK';'14.06.2015';'';'Myötätuulessa eteenpäin ry';'24316,37';'7962,56';'';'';'';'';'3001,05';'3208,34';'2071,09';'713,33';'';'7360';'24316,37';'17641,37';'';'4925';'X';'';'1750';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0135';'Katja';'Hänninen';'kansanedustaja';'Oulun vaalipiiri';'VAS';'19.06.2015';'28.09.2015';'Katja Hännisen tukiryhmä';'52621,76';'12812,93';'2492,26';'18943,86';'622,80';'2424,00';'2569,90';'8340,43';'0';'2871,70';'291,20';'1252,68';'52621,76';'3246,96';'23000';'5626,80';' ';'';'';'X';'';'1500';' ';'';'16618';' ';'';'2630';'X';'';'610';'Oma rahoitus sisältää kaksi erillistä henkilökohtaista (ei tukiryhmän ottamia!)  kulutusluottoa Raahen seudun osuuspankista (15 000€ ja 8 000€) yht. 23 000€ ja omia säästöjä 3 246,96€. Ammattiyhdistysliikkeeltä saatu tuki on yhteensä 1330€ ja muiden yhdistysten kuin puolueyhdistysten lahjoittama tuki yht. 1300€.'
'0138';'Risto';'Kalliorinne';'palvelupäällikkö';'Oulun vaalipiiri';'VAS';'17.06.2015';'17.06.2015';'';'36988,07';'31866,78';'0';'0';'615,86';'0';'0';'2990,88';'0';'500';'0';'1014,55';'36988,07';'5388,07';'0';'4540';' ';'';'2500';' ';'';'0';' ';'';'5200';' ';'';'19360';' ';'';'0';''
'0073';'Juha';'Pylväs';'maaseutuyrittäjä, agronomi';'Oulun vaalipiiri';'KESK';'20.06.2015';'26.08.2015';'Maakunnan TukiPylväs ry';'56894,66';'26572,65';'2981,94';'5582,48';'573,89';'4045,50';'4972,45';'4836,40';'2046,00';'979,46';'1039,57';'3264,32';'56894,66';'8853,32';'0,00';'14510,80';'X';'';'20290,00';' ';'';'0,00';'X';'';'11418,95';' ';'';'1821,59';'X';'';'';''
'0013';'Hanna';'Halmeenpää';'biologian ja maantiedon opettaja';'Oulun vaalipiiri';'VIHR';'18.06.2015';'';'';'20596,76';'11790,70';'0';'1860,00';'88,47';'0';'1975,69';'1759,56';'1251,9';'745,59';'0';'1124,85';'21351,76';'3230,44';'0';'12380,84';'X';'';'250';'X';'Lisäksi Kalajokilaakson Vihreät ry on saanut järjestämiinsä vaaliarpajaisiin yrityksiltä palkintoja yhteensä 121,20 euron arvosta,';'0';'X';'';'5060,48';' ';'Kalajokilaakson Vihreät ry:n antamasta tuesta 1890 € koostuu yhdistyksen järjestämien arpajaisten tuotosta,';'430,00';'X';'';'0';''
'0010';'Mika';'Flöjt';'yhteiskuntatieteiden maisteri, tutkija';'Oulun vaalipiiri';'VIHR';'22.06.2015';'';'Pohjoisen puolesta';'32913,47';'18417,67';'';'';'1175,71';'';'7160,39';'2250,05';'428,60';'1327,25';'';'2153,80';'32913,47';'3220,22';'21734,40';'7358,85';'X';'';'600';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0077';'Tapani';'Tölli';'kansanedustaja, valtiotieteiden maisteri';'Oulun vaalipiiri';'KESK';'22.06.2015';'';'Pohjolan Itunen r.y.';'35531';'10042';'';'';'434';'';'3561';'12713';'3720';'490';'';'4571';'36708';'1475';'';'25223';'X';'Summa koostuu mm, tukiyhdistyksen järjestämien arpajaisten tuotosta (15,000 euroa), yksityisten ihmisten rahalahjoituksista (yhteensä 2245 euroa) sekä tukiyhdistyksen muusta varainhankinnasta, joka koostuu pääasiassa tilaisuuksien kahvi-ja pienarpajaistuloista ja joista 4553 euroa on kerätty ennen 19,10,2014,';'7010';'X';'Pääosa yrityksiltä saadusta tuesta koostuu lahjoituksista arpajaisvoitoiksi (jokainen arvoltaan alle 1500 euroa)';'';' ';'';'3000';' ';'';'';' ';'';'';''
'0053';'Raimo';'Piirainen';'kansanedustaja, eläkkeensaaja';'Oulun vaalipiiri';'SDP';'17.06.2015';'';'Kehittyvä Kainuu ry';'36290';'11651';'150';'';'60';'80';'7773';'8476';'3118';'2177';'';'2805';'36290';'18968';'';'1095';'X';'';'4600';'X';'';'';'X';'';'2211';'X';'';'9416';' ';'';'17322';''
'0112';'Mari-Leena';'Talvitie';'ympäristötekniikan diplomi-insinööri, kansanedustaja';'Oulun vaalipiiri';'KOK';'21.06.2015';'';'Tulevaisuutta rakentamassa ry. ';'34871,7';'7180,08';'';'3434,4';'1317,01';'';'2644,5';'8291,66';'2600,6';'4229,24';'2075,44';'3098,77';'37925';'2500';'';'4725';'X';'';'28500';'X';'';'1000';'X';'';'200';'X';'';'1000';'X';'';'';''
'0062';'Marisanna';'Jarva';'Kansanedustaja, yrittäjä';'Oulun vaalipiiri';'KESK';'22.06.2015';'28.02.2019';'Tahto Pohjoisesta ry';'43324';'11211';'496';'5334';'750';'0';'372';'10076';'2560';'4224';'7353';'948';'43865';'11600';'0';'7490';' ';'';'650';'X';'';'310';'X';'Puolueen tarjoaman nettilahjoitustyökalun kautta tulleet lahjoitukset yksityishenkilöiltä,';'10119';' ';'Muut Keskustan paikallisyhdistysten vaaliavustukset ovat pienempiä kuin 1500 euroa,';'13696';' ';'Tukiyhdistyksen omaa rahoitusta 3700 euroa kampanjakuluihin, Muut tuotot ovat vaaleissa myytyjen tuotteiden kampanjatuloja 9016 euroa (kulut olleet 7393 euroa) sekä muita avustuksia ja lahjoituksia 980 euroa,    ';'0';'Vaalikampanjasta 2015 on tehty erillinen kirjanpito ja käytetty omaa erillistä pankkitiliä tulo- ja kuluseurantaan. Kampanjan ylijäämä 541,48 euroa siirtyy Tahto Pohjoisesta ry:n perustilille lopputilityksen yhteydessä. '
'0065';'Timo';'Korhonen';'kansanedustaja, toiminnanjohtaja';'Oulun vaalipiiri';'KESK';'21.06.2015';'';'Elävä P-Suomi EPSU ry';'42141,19';'12706,72';'3100';'';'4270,93';'';'3258,80';'12204,02';'';'1981,92';'';'4618,80';'42339,60';'';'17700';'3414,60';'X';'';'9250';'X';'';'';'X';'';'11975';' ';'';'';'X';'';'';''
'0098';'Jarmo J.';'Husso';'toimitusjohtaja';'Oulun vaalipiiri';'KOK';'02.06.2015';'05.06.2015';'Sinivalkoinen vaihtoehto ry';'43550,74';'11121,56';'2992,06';'5501,88';'1470,27';'';'3412,99';'5220,40';'5162,54';'7386,94';'';'1282,10';'44345';'';'1200';'12674';'X';'';'30471';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0110';'Eero';'Suutari';'kansanedustaja, yrittäjä';'Oulun vaalipiiri';'KOK';'22.06.2015';'';'Kainuun ja Pohjois-Pohjanmaan puolesta ry';'98927,77';'12304,37';'1984';'15134,20';'612,30';'';'26226,10';'3236,80';'34056,60';'';'';'5373,40';'98927,77';'84797,77';'';'580';'X';'';'';'X';'';'';'X';'';'13000';' ';'Miariikka Tervonen 050 5317975';'550';'X';'';'';''
'0116';'Olli';'Immonen';'kansanedustaja';'Oulun vaalipiiri';'PS';'21.06.2015';'';'Olli Immosen vaalitukiyhdistys';'5486,26';'';'';'';'1326,70';'';'';'1700';'1700';'';'';'759,56';'5486,26';'5050,82';'0';'435,44';'X';'';'0';'X';'';'0';'X';'';'0';'X';'';'0';'X';'';'';''
'0121';'Henna';'Kupsala';'luomuviljelijä, ohjelmistosuunnittelija';'Oulun vaalipiiri';'PS';'22.06.2015';'';'Henna Kupsalan tukiyhdistys';'28813,83';'8731,58';'1246,26';'';'1096,49';'';'4758,87';'6875,80';'';'946,68';'';'5158,15';'28813,83';'27314,96';'0';'558,17';'X';'';'';'X';'';'';'X';'';'940,70';'X';'';'';'X';'';'';''
'0131';'Ville';'Vähämäki';'kansanedustaja, diplomi-insinööri';'Oulun vaalipiiri';'PS';'05.06.2015';'';'';'23120,05';'8538,41';'1243,12';'0';'286,81';'2677,94';'5395,18';'3011,88';'0';'1336,71';'0';'630,0';'23120,05';'23120,05';'0';'0';'X';'';'0';'X';'';'0';'X';'';'0';'X';'';'0';'X';'';'0';''
