'Ehdokasnumero';'Etunimet';'Sukunimi';'Arvo/ammatti/tehtava';'Vaalipiiri/Kunta';'Puolue';'Saapumispaiva';'Muokkauspaiva';'Ehdokkaan mahdollisen tukiryhman nimi';'Vaalikampanjan kulut yhteensa';'Sanoma- ilmaisjakelu- ja aikakauslehdet';'Radio';'Televisio';'Tietoverkot';'Muut viestintavalineet';'Ulkomainonta';'Vaalilehtien esitteiden ja muun painetun materiaalin hankinta';'Mainonnan suunnittelu';'Vaalitilaisuudet';'Vastikeellisen tuen hankintakulut';'Muut kulut';'Vaalikampanjan rahoitus yhteensa';'2.1 Rahoitus sisaltaa omia varoja yhteensa';'2.2 Rahoitus sisaltaa ehdokkaan ja tukiryhman ottamia lainoja yhteensa';'2.3 Rahoitus sisaltaa yksityishenkiloilta saatua tukea yhteensa';'2.3 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta yksityishenkilolta ("x")';'2.3 Rahoitus sisaltaa yksityishenkiloilta saatua tukea yhteensa lisatietokentan teksti';'2.4 Rahoitus sisaltaa yrityksilta saatua tukea yhteensa';'2.4 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta yrityksilta ("x")';'2.4 Rahoitus sisaltaa yrityksilta saatua tukea yhteensa lisatietokentan teksti';'2.5 Rahoitus sisaltaa puolueelta saatua tukea yhteensa';'2.5 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta puolueelta ("x")';'2.5 Rahoitus sisaltaa puolueelta saatua tukea yhteensa lisatietokentan teksti';'2.6 Rahoitus sisaltaa puolueyhdistyksilta saatua tukea yhteensa';'2.6 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta puolueyhdistyksilta ("x")';'2.6 Rahoitus sisaltaa puolueyhdistyksilta saatua tukea yhteensa lisatietokentan teksti';'2.7 Rahoitus sisaltaa muilta tahoilta saatua tukea yhteensa';'2.7 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta muilta tahoilta ("x")';'2.7 Rahoitus sisaltaa muilta tahoilta saatua tukea yhteensa lisatietokentan teksti';'2.8 Rahoitus sisaltaa valitettya tukea yhteensa';'E. vapaaehtoinen erittely'
'0250';'Anders';'Adlercreutz';'arkitekt, riksdagsledamot, arkkitehti, kansanedustaja';'Uudenmaan vaalipiiri';'RKP';'17.6.2019';'';'Stödföreningen för Anders Adlercreutz';'60447,43';'23732,88';'';'';'2775,73';'';'20682,79';'6981,76';'';'1880,47';'4361,80';'32';'60919,94';'0';'0';'11799,94';'X';'';'11390';'';'';'8940';'';'';'6000';'';'';'22790';'';'';'109,94';''
'0259';'Thomas';'Blomqvist';'riksdagsledamot, jordbrukare, kansanedustaja, maanviljelijä';'Uudenmaan vaalipiiri';'RKP';'17.6.2019';'';'';'31787,47';'13121,42';'';'';'408,33';'';'760,00';'16149,60';'';'1086,95';'';'261,17';'31787,47';'7812,47';'';'2475,00';'X';'';'100,00';'X';'';'1450,00';'X';'';'';'';'';'19950,00';'';'';'';''
'0275';'Mikaela';'Nylander';'';'Uudenmaan vaalipiiri';'RKP';'17.6.2019';'16.8.2019';'Tukiryhmä Mikaela 2019';'44949,64';'31645,80';'1046,25';'';'';'1120,40';'4620,31';'3224';'3062';'230,88';'';'';'45649,64';'6216,64';'';'8998';'';'';'16235';'X';'';'6000';'';'';'1700';'X';'SFP Borgå 1200 euroa ja SFP Borgå centrum 500 euroa';'6500';'';'';'';''
'0277';'Veronica';'Rehn-Kivi';'arkitekt, riksdagsledamot, arkkitehti, kansanedustaja';'Uudenmaan vaalipiiri';'RKP';'16.6.2019';'';'Iustus Venco rf 213.920';'56483,38';'16830';'';'';'';'23806,43';'11658,73';'3216,09';'';'';'';'972,13';'56483,38';'29843,38';'0000,00';'1300';'X';'';'2300';'';'';'6000';'';'';'2000';'';'';'15040';'';'';'';''
'0286';'Antti';'Lindtman';'kansanedustaja';'Uudenmaan vaalipiiri';'SDP';'17.6.2019';'';'Uusmaalaisten puolesta ry';'59885,25';'10875,1';'';'13835';'18761,11';'';'';'4809,96';'496';'824,7';'395';'9888,38';'63785';'';'';'3160';'X';'';'750';'X';'';'';'';'';'30025';'';'';'29850';'';'';'';''
'0287';'Timo';'Harakka';'kansanedustaja, toimittaja';'Uudenmaan vaalipiiri';'SDP';'9.6.2019';'3.10.2019';'Liikkeelle';'22519,13';'6919,69';'1691,06';'0';'1500,91';'0';'4927,84';'3889,63';'2740';'850';'0';'0';'29054,47';'350';'0';'1529,47';'X';'';'1225';'X';'';'0';'';'';'2700';'';'';'23250';'';'';'0';''
'0288';'Antti';'Rinne';'kansanedustaja, puolueen puheenjohtaja';'Uudenmaan vaalipiiri';'SDP';'4.6.2019';'17.7.2019';'';'62691,5';'9651,99';'';'23190,4';'8209,91';'';'';'1609,4';'19257,2';'';'';'772,6';'62691,5';'';'';'';'';'';'';'';'';'62691,5';'';'';'';'';'';'';'';'';'';''
'0289';'Maria';'Guzenina';'kansanedustaja';'Uudenmaan vaalipiiri';'SDP';'16.6.2019';'9.9.2019';'Yhdessä terve yhteiskunta';'13996,42';'335,12';'';'';'';'';'12509,94';'989,36';'';'162';'';'';'13996,42';'6896,42';'';'';'';'';'2500';'';'';'';'';'';'';'';'';'4600';'X';'';'';''
'0290';'Joona';'Räsänen';'';'Uudenmaan vaalipiiri';'SDP';'13.6.2019';'';'Uudenmaan Tulevaisuus ry';'31190';'13980';'';'';'';'';'9514';'1774';'3968';'1937';'';'17';'31190';'5700';'';'8140';'';'';'';'';'';'';'';'';'10300';'';'';'7050';'';'';'';''
'0294';'Kimmo';'Kiljunen';'valtiotieteen tohtori';'Uudenmaan vaalipiiri';'SDP';'14.6.2019';'9.10.2019';'Länsimäen sosiaalidemokraatit tuki ry';'10400';'8400';'';'';'';'';'500';'800';'';'';'';'700';'11225';'';'8500';'1225';'X';'Mesenaatti.me kansalaiskeräyksen tuotto 1200 euroa. ';'';'X';'';'';'X';'SDP:n puolue-ehdokkaiden vero 700 euroa,';'200';'X';'';'1300';'X';'';'';''
'0316';'Hussein';'al-Taee';'Kansanedustaja';'Uudenmaan vaalipiiri';'SDP';'17.6.2019';'10.10.2019';'rauhantaee ry';'38779,61';'10392,78';'1500';'';'4438,40';'1000';'8795,23';'7164,39';'1000';'3465,22';'0';'1023,59';'38779,61';'4595,21';'0';'24603';'';'';'6098';'X';'';'0';'X';'';'1048,40';'X';'';'2435';'X';'';'0';''
'0321';'Johan';'Kvarnström';'päätoimittaja, chefredaktör';'Uudenmaan vaalipiiri';'SDP';'31.5.2019';'';'';'11494,29';'7763,37';'0,00';'0,00';'1010,00';'0,00';'1722,20';'0,00';'300,00';'603,22';'0,00';'95,50';'11495,90';'200,00';'0,00';'864,00';'X';'';'0,00';'X';'';'650,00';'X';'';'7150,00';'';'';'2631,90';'';'';'0,00';'Kampanjen har stötts av Köklaks svenska arbetarförening med 100 euro och av Kyrkslätt svenska socialdemokrater rf med 250 euro.'
'0327';'Miila';'Halonen';'nuorisolääkäri';'Uudenmaan vaalipiiri';'VAS';'26.4.2019';'18.7.2019';'';'4996,1';'1098,5';'';'';'293';'';'1809,98';'508,4';'';'120';'';'1166,22';'4996,1';'2190,7';'';'2805,4';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0338';'Pia';'Lohikoski';'valtiotieteiden maisteri, järjestö- ja koulutuspäällikkö';'Uudenmaan vaalipiiri';'VAS';'17.6.2019';'17.6.2019';'Tukiryhmä PLohikoski';'25162,68';'8341,66';'0';'0';'3192,38';'0';'9444,41';'1971,65';'0';'914';'0';'1298,58';'25217,85';'5954,95';'0';'4642,9';'X';'';'0';'X';'';'0';'X';'';'7070';'';'';'7550';'';'';'0';''
'0348';'Jussi';'Saramo';'toiminnanjohtaja';'Uudenmaan vaalipiiri';'VAS';'14.5.2019';'27.9.2019';'Jussi Saramo eduskuntaan 2019';'42702';'26010';'';'';'4833';'';'6421';'3042';'1996';'';'';'400';'42702';'13629,5';'0';'6778,50';'X';'';'2500';'';'';'0';'';'';'1000';'X';'';'18794';'';'';'';''
'0379';'Antero';'Laukkanen';'sosiaalineuvos, kansanedustaja';'Uudenmaan vaalipiiri';'KD';'10.6.2019';'';'';'30252,19';'12726,16';'976,75';'1949';'';'1835,20';'4715';'1391,28';'6348,8';'';'';'310';'30252,19';'';'21074,19';'4060';'X';'';'400';'X';'';'';'';'';'4718';'';'';'';'';'';'';''
'0392';'Tiina';'Tuomela';'lääketieteen ja kirurgian tohtori, lastentautien erikoislääkäri';'Uudenmaan vaalipiiri';'KD';'31.5.2019';'';'';'52886,88';'14069,07';'895,00';'10153,38';'2186,76';'180,00';'20783,61';'419,76';'3571,20';'628,10';'';'';'52886,88';'12046,88';'40000,00';'840,00';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0408';'Tiina';'Elo';'maatalous- ja metsätieteiden maisteri, kaupunginhallituksen 1. varapuheenjohtaja';'Uudenmaan vaalipiiri';'VIHR';'13.6.2019';'';'';'36310,44';'4994,37';'';'';'3609,01';'';'16016,80';'6468,61';'2375';'2267,93';'';'578,72';'36310,44';'15951,39';'';'19759,05';'';'';'100';'';'';'';'';'';'';'';'';'500';'X';'';'';'Espoon vihreät on tukenut ehdokkaita 1000 euron arvoisilla mainoksilla.'
'0410';'Inka';'Hopsu';'kasvatustieteen maisteri, opettaja';'Uudenmaan vaalipiiri';'VIHR';'14.6.2019';'17.9.2019';'';'27437,37';'3373,22';'';'';'4873,86';'';'14217,31';'2478,18';'';'624,81';'955';'914,99';'27437,37';'2573,82';'11000';'9363,55';'';'';'1000';'X';'';'';'X';'';'';'X';'';'3500';'X';'';'';'Espoon Vihreät teki 1000 euron edestä/ per ehdokas puisia kadunvarsimainoksia kaikille ehdokkailleen.'
'0412';'Saara';'Hyrkkö';'diplomi-insinööri, kansanedustaja';'Uudenmaan vaalipiiri';'VIHR';'14.6.2019';'';'';'32586,74';'5406,11';'0';'0';'10771,53';'0';'12610';'1851,19';'0';'688,47';'600';'659,44';'32586,74';'8957,27';'0';'19896,9';'';'Vihreät ehdokkaat ovat sitoutuneet julkaisemaan kaikki yli tuhannen euron lahjoitukset. Yksityishenkilöiltä saatu tuki koostuu yli 150 yksittäisen ihmisen lahjoituksista, joiden suuruusluokka vaihtelee 10 eurosta 1600 euroon. Keskimääräinen lahjoitus oli suuruudeltaan 107 euroa .';'0';'X';'';'1882,57';'';'Vihreä Liitto rp:n tuki eurovaaliehdokkaalle oli 4000 euroa, josta 1882,57 euroa käytettiin sovitusti eduskuntavaalikampanjan aikana,';'1100';'X';'Uudenmaan Vihreät ry:n tuki eurovaaliehdokkaalle oli 3000 euroa, josta 1000 euroa käytettiin sovitusti eduskuntavaalikampanjan aikana,';'750';'X';'';'0';'Lisäksi Espoon Vihreät on tukenut espoolaisia vihreitä ehdokkaita 1000 euron arvoisilla mainoksilla. '
'0415';'Johanna';'Karimäki';'diplomi-insinööri';'Uudenmaan vaalipiiri';'VIHR';'17.6.2019';'';'';'36105,83';'7427,8';'0';'0';'1234';'0';'19400';'4508,22';'926,28';'700';'0';'1909,53';'36105,83';'31010,83';'0';'4195';'';'';'0';'X';'';'0';'X';'';'400';'X';'Ekovihreät ry on antanut vaalitukea 400 eur,';'500';'X';'Tekniikan Akateemiset (TEK) on antanut vaalitukea 500 eur.';'0';''
'0421';'Noora';'Koponen';'fysioterapeutti AMK, kokemusasiantuntija';'Uudenmaan vaalipiiri';'VIHR';'13.6.2019';'';'Noora Koponen/tukiryhmä';'6696,73';'255';'0';'0';'1587,23';'240';'2400';'868';'0';'600';'0';'746,50';'9029,23';'3630,53';'0';'2716,20';'X';'';'1382,50';'X';'1332,50 euron arvosta yrityksen lahjoittamaa materiaalia kampanjaan, jota ei ole ollut käytössä rahana.';'0';'X';'';'1000';'X';'1000 euron arvosta Espoon Vihreiden tukemia mainoskylttejä, mitkä yhdistys lahjoitti jokaiselle Esvin eduskuntavaaliehdokkaalle,';'300';'X';'';'0';''
'0427';'Pirkka-Pekka';'Petelius';'näyttelijä, skådespelare';'Uudenmaan vaalipiiri';'VIHR';'26.5.2019';'';'';'19967,28';'729,00';'';'';'705,39';'';'12290,00';'1446,34';'4395,25';'';'';'401,30';'19967,28';'19102,78';'';'864,50';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0470';'Harry';'Harkimo';'kansanedustaja';'Uudenmaan vaalipiiri';'Nyt';'17.6.2019';'';'';'40180,99';'10880,51';'';'20244,56';'507,06';'';'1400';'';'5013,58';'1034,16';'';'1101,12';'40180,99';'0';'';'1400';'X';'';'';'X';'';'';'X';'';'';'X';'';'38780,99';'';'';'';''
'0481';'Nina';'Nummela';'yrittäjä, sijoitusalan asiantuntija';'Uudenmaan vaalipiiri';'Nyt';'13.6.2019';'';'';'5014';'1420';'0';'0';'600';'0';'481';'1013';'200';'400';'0';'900';'5014';'1599';'0';'2415';'X';'';'1000';'X';'';'0';'X';'';'0';'X';'';'0';'X';'';'0';''
'0003';'Sandra';'Bergqvist';'teamledare, lantbruksföretagare, tiiminvetäjä, maatalousyrittäjä';'Varsinais-Suomen vaalipiiri';'RKP';'13.6.2019';'';'Stödföreningen för Nagu rikspolitik';'18356,39';'8357,66';'';'';'1320,18';'992,00';'5283,30';'1827,95';'180,00';'376,40';'';'18,90';'18535';'3600';'';'2815';'X';'';'3970';'X';'';'';'';'';'1350';'X';'';'6800';'';'';'';''
'0007';'Barbara';'Heinonen';'stadsdirektör, kaupunginjohtaja';'Varsinais-Suomen vaalipiiri';'RKP';'8.6.2019';'';'';'34752,32';'17137,29';'';'';'3360,81';'';'6208,4';'3044,85';'390';'2010,02';'';'2600,95';'34752,32';'3717,32';'';'8685';'X';'';'9000';'';'';'';'X';'';'7350';'';'';'6000';'';'';'';''
'0019';'Li';'Andersson';'kansanedustaja, valtiotieteiden kandidaatti, riksdagsledamot, politices kandidat';'Varsinais-Suomen vaalipiiri';'VAS';'14.6.2019';'9.9.2019';'Li!-tukiliike / Meidän aikamme ry';'36142,09';'8406,95';'1599,6';'';'3060,95';'';'2000,00';'3316,51';'3774,00';'5864,15';'4280,91';'3839,02';'39296';'1000,00';'';'3283,00';'X';'';'';'X';'';'900,00';'X';'';'188,00';'X';'';'33925';'';'Rahoitusta palautettu yhteensä 3 153,91 euroa';'';''
'0028';'Emma';'Lindqvist';'mainossuunnittelija, Master of Arts';'Varsinais-Suomen vaalipiiri';'VAS';'5.6.2019';'';'Emma Lindqvistin tukiyhdistys';'5726,14';'1945,50';'';'';'359,42';'';'2240,68';'590,32';'';'';'423';'167,22';'5763,75';'350';'';'3563,75';'X';'';'';'X';'';'';'X';'';'1700';'X';'';'150';'X';'';'';''
'0035';'Johannes';'Yrttiaho';'filosofian maisteri, tiedottaja';'Varsinais-Suomen vaalipiiri';'VAS';'17.6.2019';'';'';'32090,98';'14435,29';'';'';'1409,99';'';'7369,36';'5394,62';'';'3481,72';'';'';'32090,98';'1297,29';'15750';'4940';'X';'';'2500';'';'';'';'X';'';'';'X';'';'7603,69';'';'';'';''
'0038';'Eeva-Johanna';'Eloranta';'kansanedustaja, valtiotieteiden maisteri';'Varsinais-Suomen vaalipiiri';'SDP';'1.6.2019';'18.7.2019';'Oikeudenmukainen Suomi ry';'37809,58';'11624,35';'';'13493,17';'169,51';'';'10220,40';'1393,70';'';'';'';'908,45';'37809,58';'17412,58';'0';'1200';'';'';'10797';'X';'';'300';'';'';'5400';'';'';'2700';'X';'';'';''
'0044';'Janne';'Laulumaa';'elektroniikkatyöntekijä';'Varsinais-Suomen vaalipiiri';'SDP';'17.6.2019';'28.10.2019';'Varsinais-Suomen Parhaaksi ry.';'29163';'2422,96';'4049,84';'0';'548,90';'746,84';'12122';'1165,60';'0';'3566,37';'0';'4540,49';'30616,33';'1500';'0';'650';'X';'';'3500';'';'';'0';'X';'';'10000';'';'';'14963,33';'';'';'0';''
'0045';'Aki';'Lindén';'erikoislääkäri, valtiotieteen maisteri, specialläkare, politices magister';'Varsinais-Suomen vaalipiiri';'SDP';'17.6.2019';'17.10.2019';'AL tukiryhmä / Aki Lindenin tukiryhmä';'33625';'16047';'';'';'412';'';'4612';'3026';'871';'6060';'';'2597';'33625';'14420';'';'9405';'X';'';'4300';'X';'';'';'X';'';'600';'X';'';'4900';'X';'';'';''
'0049';'Katja';'Taimela';'kansanedustaja, suurtalouskokki';'Varsinais-Suomen vaalipiiri';'SDP';'18.6.2019';'9.10.2019';'';'36197,56';'16839,87';'';'';'';'';'3293,39';'12253,19';'';'2811,11';'';'1000';'36197,56';'2000';'';'1190';'X';'';'3340';'';'';'300';'';'';'16377,56';'';'';'12990';'';'';'210';''
'0071';'Esko';'Kiviranta';'kansanedustaja, lakimies';'Varsinais-Suomen vaalipiiri';'KESK';'13.6.2019';'';'Yrittäjän Parhaaksi ry';'77508,21';'19485,54';'';'11269,85';'2720,33';'';'14318,69';'25263,00';'874,20';'2126,60';'';'1450,00';'77508,21';'59035,44';'';'12372,77';'';'';'4450,00';'';'';'';'X';'';'';'X';'';'1650,00';'X';'';'';''
'0073';'Jani';'Kurvinen';'yrittäjä';'Varsinais-Suomen vaalipiiri';'KESK';'16.6.2019';'7.10.2019';'Mutkaton Kurvinen ry';'29068';'10640';'3000';'6200';'188';'';'4500';'1500';'1000';'540';'';'1500';'30018';'19468';'';'1600';'X';'';'4400';'X';'';'';'';'';'4250';'';'';'300';'';'';'';''
'0078';'Annika';'Saarikko';'Tiede- ja kulttuuriministeri, filosofian maisteri';'Varsinais-Suomen vaalipiiri';'KESK';'16.6.2019';'31.7.2019';'Tulevaisuuden Varsinais-Suomi ry ';'67151,67';'24157,96';'0';'10233,25';'188';'0';'9541,40';'4731,81';'4780,20';'4954,90';'4700';'3864,15';'75870,00';'0';'0';'20170';'X';'';'24445';'';'';'0';'';'';'100';'';'';'31155';'';'';'0';''
'0081';'Pertti';'Vallittu';'pastori, omaishoitaja';'Varsinais-Suomen vaalipiiri';'KD';'17.6.2019';'';'';'47138,56';'14196,66';'3898,56';'';'1544';'1101,44';'3889,12';'5096,40';'13135,84';'925,44';'';'3351,10';'47138,56';'4149,76';'';'2090';'X';'';'6098,80';'X';'';'';'X';'';'34800';'';'';'';'X';'';'';''
'0085';'Ritva "Kike"';'Elomaa';'kansanedustaja, röntgenhoitaja';'Varsinais-Suomen vaalipiiri';'PS';'4.6.2019';'12.6.2019';'';'12722,72';'4740,6';'371';'';'';'';'';'7053,12';'';'558';'';'';'12722,72';'12722,72';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0088';'Vilhelm';'Junnila';'eduskunta-avustaja, yrittäjä';'Varsinais-Suomen vaalipiiri';'PS';'17.6.2019';'25.10.2019';'Vilhelm Junnilan tukiyhdistys';'25687,4';'9497,27';'3706';'';'4357';'';'6236,06';'855,11';'';'895,96';'';'140';'25687,4';'12542,4';'2545';'100';'X';'';'3700';'X';'';'';'X';'';'6000';'';'';'2000';'';'';'';''
'0093';'Mikko';'Lundén';'kauppias';'Varsinais-Suomen vaalipiiri';'PS';'7.5.2019';'';'Reipas Meininki Ry';'10938,27';'4112,19';'2897,88';'0';'1509,41';'0';'1107';'1211,79';'0';'100';'0';'0';'10938,27';'6488,27';'';'1450';'X';'';'2000';'X';'';'';'X';'';'1000';'X';'';'';'X';'';'';''
'0096';'Ville';'Tavio';'lakimies, kansanedustaja';'Varsinais-Suomen vaalipiiri';'PS';'5.6.2019';'';'Ville Tavion tukiyhdistys';'26857,65';'6226,89';'521,00';'5479,00';'3828,37';'1000,00';'3376,14';'4716,78';'1330,28';'148,00';'';'231,19';'26857,65';'21652,65';'';'2937,00';'X';'';'2168,00';'X';'';'100,00';'X';'';'';'X';'';'';'X';'';'100,00';''
'0130';'Ilkka';'Kanerva';'ministeri, kansanedustaja';'Varsinais-Suomen vaalipiiri';'KOK';'14.6.2019';'9.10.2019';'Varsinais-Suomen Linjanvetäjät ry';'68869,52';'13853,59';'';'5766,79';'';'2480';'10298,91';'892,80';'25227,12';'5866,29';'886,50';'3597,52';'68869,52';'2581,52';'';'22179';'';'';'39859';'';'';'';'';'';'300';'';'';'3950';'';'';'';''
'0135';'Petteri';'Orpo';'valtiovarainministeri, valtiotieteiden maisteri';'Varsinais-Suomen vaalipiiri';'KOK';'17.6.2019';'8.10.2019';'';'63812,59';'16334,92';'0,00';'0,00';'0,00';'0,00';'27861,13';'5448,30';'12400,00';'1768,24';'0,00';'0,00';'63812,59';'0,00';'0,00';'7137,00';'X';'';'24015,10';'X';'';'29095,49';'';'';'0,00';'';'';'5055';'';'';'2565';''
'0139';'Saara-Sofia';'Sirén';'kansanedustaja, ekonomi';'Varsinais-Suomen vaalipiiri';'KOK';'17.6.2019';'25.9.2019';'Airiston Kokoomus ry';'28934,35';'10009,10';'';'';'3839,12';'2356';'9287,09';'2456,44';'471,20';'500';'';'15,40';'32667,12';'11089,12';'0';'7629';'';'';'7149';'';'Mainostoimisto KNOK Oy on tarjonnut kampanjalleni mainostoimistopalveluita ilman eri kustannusta. Yritys itse on arvioinut tuen markkinahintaiseksi arvoksi 3500e. ';'95';'X';'Puolueelta saadun tuen osalta kysymys on puolueen tukiyhdistykselle tilittämistä jäsenmaksuosuuksista,';'0';'X';'';'6705';'';'Tuki muodostuu myytyjen seminaarilippujen tuotosta.';'0';''
'0142';'Ville';'Valkonen';'ekonomi, talousasiantuntija';'Varsinais-Suomen vaalipiiri';'KOK';'17.6.2019';'';'Vahva Varsinais-Suomi ry';'40470,42';'10327,03';'1599,60';'0';'6371,93';'0';'7240';'6776,47';'1303,44';'1670,86';'1631,91';'3549,18';'40470,42';'11519,37';'1116';'8739';'X';'';'11321,05';'X';'';'0';'X';'';'0';'X';'';'7775';'X';'';'0';''
'0143';'Anne-Mari';'Virolainen';'ulkomaankauppa- ja kehitysministeri, kauppatieteiden maisteri';'Varsinais-Suomen vaalipiiri';'KOK';'17.6.2019';'22.10.2019';'Varsinais-Suomen Toivot ry';'31636';'6066';'';'9971';'100';'';'6686';'4624';'2750';'847';'';'592';'31636';'706';'0';'2450';'X';'';'8860';'';'';'0';'';'';'5200';'';'';'14420';'';'Varsinais-Suomen Kansallissäätiö rs (0808191-7) saatu välitettyä tukea seminaarilippujen myynnistä 12.620 e. Seminaari pidettiin Turussa 25.3.2019.';'0';''
'0153';'Elina';'Rantanen';'filosofian tohtori, kehitysjohtaja';'Varsinais-Suomen vaalipiiri';'VIHR';'3.6.2019';'';'';'14266';'4285';'';'';'3732';'393';'2189';'1329';'496';'388';'';'1454';'14266';'9841';'';'4425';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0159';'Sofia';'Virta';'kasvatustieteiden maisteri, yrittäjä';'Varsinais-Suomen vaalipiiri';'VIHR';'13.6.2019';'';'';'2294,36';'250';'0';'0';'307,48';'';'496';'728';'0';'0';'0';'512,88';'2474,2';'0';'0';'1408,2';'X';'';'0';'X';'';'0';'X';'';'1066';'X';'';'0';'X';'';'0';'Vaalikampanja toteutettiin yksityishenkilöiltä saaduin lahjoituksin, joista suurin lahjoitussumma oli 500€. Kaarinan Vihreät ry tuki kampanjaa 1066 eurolla. Vaalikampanjasta jäänyt 179,84 euroa siirtyy käytettäväksi tuleviin vaalikampanjoihini.'
'0007';'Eeva';'Kalli';'KTM, HTM, kansanedustaja';'Satakunnan vaalipiiri';'KESK';'10.6.2019';'';'Satakunnan parhaaksi ry';'54298,48';'29105,48';'';'8811,97';'82,20';'475,96';'2720,40';'8296,47';'';'1374,50';'2431,50';'1000,00';'54298,48';'14188,48';'';'8510,00';'X';'';'18600,00';'X';'';'';'';'';'';'';'';'13000,00';'X';'';'';''
'0014';'Mikko';'Uusitalo';'maatilayrittäjä, agrologi (AMK)';'Satakunnan vaalipiiri';'KESK';'17.6.2019';'';'Vahva Satakunta ry';'45256,54';'11405,55';'';'10028,14';'500';'';'3000';'5918,68';'11424,25';'2889,92';'';'90';'45995';'40000';'';'825';'X';'';'';'X';'';'';'X';'';'4770';'';'';'400';'X';'';'';''
'0031';'Laura';'Huhtasaari';'kasvatustieteiden maisteri, kansanedustaja';'Satakunnan vaalipiiri';'PS';'29.5.2019';'';'';'8115,53';'3045,45';'790';'';'';'230';'3462,08';'508';'';'80';'';'';'8115,53';'8115,53';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';'X';'';'';''
'0032';'Petri';'Huru';'ylipalomies-sairaankuljettaja';'Satakunnan vaalipiiri';'PS';'15.6.2019';'15.6.2019';'Dream Team';'7444,83';'1418,15';'0';'0';'496,17';'0';'2000';'2494,14';'0';'1036,37';'0';'0';'7444,83';'6774,83';'0';'400';'X';'';'0';'X';'';'0';'X';'';'270';'X';'';'0';'X';'';'0';''
'0036';'Jari';'Koskela';'pastori, yhteiskuntatieteiden tohtori';'Satakunnan vaalipiiri';'PS';'6.6.2019';'11.10.2019';'Jari Koskelan tukiyhdistys ry';'44882,12';'16806,18';'';'7452,67';'2361,52';'2702';'';'5302,24';'';'6497,51';'';'3760';'45062';'8355';'';'18837';'';'';'5670';'X';'';'200';'X';'';'12000';'';'';'';'';'';'';''
'0046';'Krista';'Kiuru';'kansanedustaja, valtiotieteiden maisteri';'Satakunnan vaalipiiri';'SDP';'16.6.2019';'';'Krista Kiuru 2019';'29990,88';'7001,27';'';'2366,42';'600,00';'';'6262,38';'7353,20';'2938,00';'3469,61';'';'';'29990,88';'1633,52';'';'2585';'X';'';'5840';'X';'';'';'X';'';'8632,36';'';'';'11300,00';'';'';'';''
'0049';'Jyrki';'Levonen';'pääluottamusmies';'Satakunnan vaalipiiri';'SDP';'6.6.2019';'18.9.2019';'Jyrki Levosen tukiryhmä';'22567,71';'8852,62';'';'';'4630,63';'';'4622';'1922,40';'';'';'';'2540,06';'22567,71';'176,61';'';'1200';'X';'';'';'X';'';'';'X';'';'4000';'';'';'17191,10';'';'';'';''
'0053';'Kristiina';'Salonen';'kansanedustaja';'Satakunnan vaalipiiri';'SDP';'5.6.2019';'';'';'38650,18';'13183,07';'2740,40';'';'893,81';'';'2193,23';'7768,88';'4922,80';'6851,56';'';'96,43';'38681,97';'11601,97';'';'675';'X';'';'9620';'X';'';'300';'X';'';'2600';'X';'';'13885';'';'';'';''
'0056';'Heidi';'Viljanen';'päihdekuntoutuslaitoksen johtaja, yhteiskuntatieteiden maisteri';'Satakunnan vaalipiiri';'SDP';'14.6.2019';'14.6.2019';'Kankaanpään Työväenyhdistys ry';'12792,80';'3525,30';'';'';'1038,90';'';'651';'2675,50';'';'1689,30';'1276,80';'1936,00';'12792,80';'700';'0';'1920';'X';'';'0';'X';'';'0';'X';'';'9472,80';'';'';'700';'X';'';'0';''
'0078';'Sampsa';'Kataja';'asianajaja, varatuomari';'Satakunnan vaalipiiri';'KOK';'11.6.2019';'9.10.2019';'Länsirannikon tulevaisuus ry';'33283,71';'16046,74';'992';'';'1011,65';'';'2897,67';'2405,60';'';'1108,64';'';'8821,41';'33283,71';'';'21743,71';'';'X';'';'9540';'';'';'';'X';'';'2000';'X';'';'';'X';'';'';''
'0082';'Matias';'Marttinen';'valtiovarainministerin talouspoliittinen erityisavustaja, valtiotieteiden maisteri';'Satakunnan vaalipiiri';'KOK';'14.6.2019';'1.10.2019';'Edistyksellinen Satakunta ry';'74408,87';'23714,72';'6403,20';'4066,73';'1690,41';'0,00';'7338,32';'13214,68';'9668,56';'4144,07';'0,00';'4168,18';'74424,09';'8996,31';'6500,00';'4897,99';'X';'';'27456,29';'';'Länsi-Suomen Kansallismedia Oy:n tuki koostuu yritysten ostamista seminaarilipuista.';'0';'X';'';'15000,00';'';'';'11573,50';'';'';'1897,29';''
