,Ehdokasnumero,Etunimet,Sukunimi,Arvo/ammatti/tehtava,municipality,party,Ehdokkaan mahdollisen tukiryhman nimi,total_expenses,sl_newspapers_periodicals,sl_radio,sl_television,sl_information_networks,sl_other_media,sl_outdoor_advertising,sl_printed_material_procurement,sl_advertising_planning,sl_rallies,sl_fundraising,sl_other,total_raised,tf_self_funding,tf_loans,tf_private_individuals,"2.3 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta yksityishenkilolta (""x"")",2.3 Rahoitus sisaltaa yksityishenkiloilta saatua tukea yhteensa lisatietokentan teksti,tf_companies,"2.4 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta yrityksilta (""x"")",2.4 Rahoitus sisaltaa yrityksilta saatua tukea yhteensa lisatietokentan teksti,tf_party,"2.5 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta puolueelta (""x"")",2.5 Rahoitus sisaltaa puolueelta saatua tukea yhteensa lisatietokentan teksti,tf_party_associations,"2.6 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta puolueyhdistyksilta (""x"")",2.6 Rahoitus sisaltaa puolueyhdistyksilta saatua tukea yhteensa lisatietokentan teksti,tf_others,"2.7 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta muilta tahoilta (""x"")",2.7 Rahoitus sisaltaa muilta tahoilta saatua tukea yhteensa lisatietokentan teksti,2.8 Rahoitus sisaltaa valitettya tukea yhteensa,E. vapaaehtoinen erittely,LR_cand-id,Election type,Electoral district / county number,Municipality number,Area type,Voting area identifier,Abbreviation for an electoral district / a county in Finnish,Abbreviation for an electoral district / a county in Swedish,Permanent party identifier,Standard party number,List order number,Electoral alliance number,Abbreviated name of a political party/group in Finnish,Abbreviated name of a political party/group in Swedish,Abbreviated name of a political party/group in English,Candidate number,Name of a municipality/electoral district/voting area in Finnish,Name of a municipality/electoral district/voting area in Swedish,A person’s first name,A person’s last name,Gender,age,Profession,Code for place of residence,The name of a place of residence in Finnish,The name of a place of residence in Swedish,Candidate’s language,Member of the European Parliament,Member of Parliament,Municipal councillor,County councillor,Abbreviated name of the first comparison election,Number of votes in the first comparison election,Number of votes cast in advance,Number of votes cast on election day,Total number of votes,Percentage (%) of votes cast in advance,Percentage (%) of votes on election day,vote_prct,Elected information,Comparative index,Position,Final position,Calculation status,Calculation phase,Latest update,year,Saapumispaiva,Muokkauspaiva,LR_incumbency,own_fund_prct,full_name,total_raised_per_1k,num_candidates_in_municipality,normalized_vote_prct,incumbency_County,incumbency_European Parliament,incumbency_Municipal,incumbency_None,incumbency_Parliament
272,27,Esko Emil                     ,Kiviranta                    ,"kansanedustaja, maanviljelijä                ",Varsinais-Suomen vaalipiiri     ,KESK,Yrittäjän Parhaaksi ry,59952.6,24422.97,,12227.93,1599.0,,3937.33,12661.62,2056.5,647.25,,2400.0,59952.6,42962.6,,7250.0, ,,6240.0,X,,, ,,, ,,3500.0, ,,,,27-Varsinais-Suomen vaalipiiri-V-2011,E   ,3,***,V,****,VAR,EGE,2,1,4,3,KESK  ,CENT  ,CENT  ,27,Varsinais-Suomen vaalipiiri             ,Egentliga Finlands valkrets             ,Esko                                              ,Kiviranta                                         ,1,60,"kansanedustaja, maanviljelijä                                                                                                                                                                           ",738,Sauvo                                   ,Sagu                                    ,  , ,1,1, ,          ,0000000,3164,2871,6035,28,20,2.3,1,22224000,9,9,V,T,20131212175905,2011,,,European Parliament,0.7166094548026274,Esko Emil                      Kiviranta                    ,59.9526,191,0.8928861788617886,False,True,False,False,False
273,188,Saara-Sofia Maria             ,Sutela                       ,KTM                                     ,Varsinais-Suomen vaalipiiri     ,Other,Sopivan vihreä ry.,36628.12,11286.16,,5709.96,3420.41,150.0,5007.94,6855.24,,517.26,2460.0,1221.15,46764.62,9820.0,,15236.9, ,,11707.72,X,,,X,,10000.0, ,,,X,,,Yksityisistä lahjoituksista pienin 15€ ja suurin 1499€. Yrityksiltä pienin lahjoitus oli 500€ ja suurin 1499€.                   Lahjoituksissa huomioitu palveluna saatu mainonnansuunnittelu seuraavasti:            yksityishenkilöiltä saatu tuki: 1200€            yrityksiltä saatu tuki: 1400€.,188-Varsinais-Suomen vaalipiiri-V-2011,E   ,3,***,V,****,VAR,EGE,4,2,16,14,KOK   ,SAML  ,NCP   ,188,Varsinais-Suomen vaalipiiri             ,Egentliga Finlands valkrets             ,Saara-Sofia                                       ,Sutela                                            ,2,24,"eduskunta-avustaja, KTM                                                                                                                                                                                 ",853,Turku                                   ,Åbo                                     ,  , , ,1, ,          ,0000000,1311,2553,3864,11,18,1.5,2,11929000,18,18,V,T,20131212175905,2011,,,Municipal,0.209987807021633,Saara-Sofia Maria              Sutela                       ,46.76462,191,0.5823170731707317,False,False,True,False,False
274,152,Ilkka Tapani                  ,Kantola                      ,"kansanedustaja, teologian tohtori                           ",Varsinais-Suomen vaalipiiri     ,Other,,22137.9,9061.22,1512.6,,,,1150.0,2649.38,254.18,5708.52,,1802.0,22137.9,5953.66,,260.0,X,"Summa muodostuu kuuden yksityishenkilön antamasta tuesta,",1000.0,X,,, ,,14324.24, ,"Naantalin työväenyhdistys ry:n rekisterinumero on 493, mutta sähköinen lomake ei tätä muotoa hyväksy,",600.0,X,,,,152-Varsinais-Suomen vaalipiiri-V-2011,E   ,3,***,V,****,VAR,EGE,1,3,13,11,SDP   ,SDP   ,SDP   ,152,Varsinais-Suomen vaalipiiri             ,Egentliga Finlands valkrets             ,Ilkka                                             ,Kantola                                           ,1,54,"kansanedustaja, teologian tohtori                                                                                                                                                                       ",853,Turku                                   ,Åbo                                     ,  , ,1,1, ,          ,0000000,3567,2772,6339,31,19,2.4,1,16974000,12,12,V,T,20131212175905,2011,,,European Parliament,0.26893517451971505,Ilkka Tapani                   Kantola                      ,22.137900000000002,191,0.9317073170731707,False,True,False,False,False
275,21,Stefan Erik                   ,Wallin                       ,"kultur- och idrottsminister, riksdagsledamot",Varsinais-Suomen vaalipiiri     ,Other,Pro Egentliga Finland r.f-Varsinais-Suomi r.y,33782.71,13529.62,,,1010.65,270.36,9123.64,1629.42,1320.1,3817.77,,3081.15,37905.0,,,2555.0,X,"Summan består av frivillga bidrag och medlemsavgifter till föreningen Pro Egentliga Finland r,f - Pro Varsinais-Suomi r,y",19350.0,X,"Bidraget består av följande: Valio Oy 1000 euro, Raisio Oyj 1250 euro, Nybergs bilskola har betalat annonser för ca 400 euro, Totalt 15700 euro är deltagaravgifter i seminaret &quot;Vilka möjligheter skapar finanskrisen?&quot; den 31,1,2011 i Åbo, Kuvertpriset per deltagare var 400 euro,",16000.0, ,,, ,,, ,,,,21-Varsinais-Suomen vaalipiiri-V-2011,E   ,3,***,V,****,VAR,EGE,5,7,3,3,RKP   ,SFP   ,SPP   ,21,Varsinais-Suomen vaalipiiri             ,Egentliga Finlands valkrets             ,Stefan                                            ,Wallin                                            ,1,43,"kultur- o idr.min., riksd.led., kultt.- ja urh.min., kans.ed                                                                                                                                            ",853,Turku                                   ,Åbo                                     ,  , ,1,1, ,          ,0000000,5929,6437,12366,52,44,4.8,1,44448000,4,4,V,T,20131212175905,2011,,,European Parliament,,Stefan Erik                    Wallin                       ,37.905,191,1.8634146341463413,False,True,False,False,False
276,85,Ville                         ,Niinistö                     ,"kansanedustaja, riksdagsledamot                             ",Varsinais-Suomen vaalipiiri     ,VIHR,,21004.08,3127.69,,,,,8922.31,8192.48,711.6,50.0,,,21004.08,18969.08,,1785.0,X,"yhteensä 15 tukisuoritusta yksityishenkilöiltä, suurin arvoltaan 600 euroa,",,X,,,X,,,X,,250.0,X,,,,85-Varsinais-Suomen vaalipiiri-V-2011,E   ,3,***,V,****,VAR,EGE,13,5,9,7,VIHR  ,GRÖNA ,GREEN ,85,Varsinais-Suomen vaalipiiri             ,Egentliga Finlands valkrets             ,Ville                                             ,Niinistö                                          ,1,34,"kansanedustaja, riksdagsledamot                                                                                                                                                                         ",853,Turku                                   ,Åbo                                     ,  , ,1,1, ,          ,0000000,2132,3230,5362,19,22,2.1,1,19026000,11,11,V,T,20131212175905,2011,,,European Parliament,0.9031140616489749,Ville                          Niinistö                     ,21.004080000000002,191,0.8152439024390244,False,True,False,False,False
277,129,Li Sigrid                     ,Andersson                    ,"valt.kand., opiskelija, pol.kand., studerande               ",Varsinais-Suomen vaalipiiri     ,Other,,7486.36,3293.77,,,771.0,,229.89,745.75,100.0,1213.6,289.15,843.2,7615.99,,,2593.5,X,,, ,,1350.0,X,,300.0,X,,3572.49, ,,,,129-Varsinais-Suomen vaalipiiri-V-2011,E   ,3,***,V,****,VAR,EGE,15,4,12,10,VAS   ,VÄNST ,LEFT  ,129,Varsinais-Suomen vaalipiiri             ,Egentliga Finlands valkrets             ,Li                                                ,Andersson                                         ,2,23,"valt.kand., opiskelija, pol.kand., studerande                                                                                                                                                           ",853,Turku                                   ,Åbo                                     ,  , , , , ,          ,0000000,862,1308,2170,8,9,0.8,2,8341667,28,28,V,T,20131212175905,2011,,,None,,Li Sigrid                      Andersson                    ,7.61599,191,0.31056910569105695,False,False,False,True,False
278,86,Elina                         ,Rantanen                     ,"VTM, tutkija                                                ",Varsinais-Suomen vaalipiiri     ,VIHR,,13184.0,3944.0,,,,,4727.0,2978.0,869.0,50.0,138.0,478.0,13184.0,8055.0,,4564.0,X,,345.0,X,,, ,,220.0,X,,, ,,345,"Välitetty tuki on piirijärjestön vaalilehteen keräämiä mainostuloja, joista osa on välitetty ehdokkaalle, jonka tukiryhmä hankki mainostajan.             Yksityishenkilöiden tuet koostuvat 29 yksittäisestä 10-900 euron lahjoituksesta, yhteensä 3790 € sekä kampanjanavajaisten ja kirpputorimyynnin tuotoista, yhteensä 774 €.",86-Varsinais-Suomen vaalipiiri-V-2011,E   ,3,***,V,****,VAR,EGE,13,5,9,7,VIHR  ,GRÖNA ,GREEN ,86,Varsinais-Suomen vaalipiiri             ,Egentliga Finlands valkrets             ,Elina                                             ,Rantanen                                          ,2,32,"VTM, tutkija                                                                                                                                                                                            ",853,Turku                                   ,Åbo                                     ,  , , ,1, ,          ,0000000,1091,1678,2769,9,12,1.1,2,9513000,23,23,V,T,20131212175905,2011,,,Municipal,0.6109678398058253,Elina                          Rantanen                     ,13.184,191,0.4270325203252033,False,False,True,False,False
279,95,Ilpo Mikael                   ,Haalisto                     ,kasvatustieteiden maisteri                                  ,Varsinais-Suomen vaalipiiri     ,Other,Ilpo Haaliston tukiyhdistys,30000.0,6000.0,0.0,0.0,1200.0,0.0,8900.0,7650.0,800.0,1200.0,0.0,4250.0,30000.0,29750.0,0.0,0.0,X,,250.0,X,,0.0,X,,0.0,X,,0.0,X,,,"Maskun Kalustetalo antoi kuukaudeksi mainostaulun , jolla ei ollut vaalien aikaan vuokralaista. Asennutin tauluun omilla rahoillani 2000 euron mainoslakanat. Sain myos kiinnittaa Maskun muille tonteille omia puiden väliin asennettavia mainoslakanoitani. Masku on ilmoittanut minulle mainospaikkojen arvoksi n. 3000 e. ",95-Varsinais-Suomen vaalipiiri-V-2011,E   ,3,***,V,****,VAR,EGE,23,8,10,8,PS    ,SAF   ,TF    ,95,Varsinais-Suomen vaalipiiri             ,Egentliga Finlands valkrets             ,Ilpo                                              ,Haalisto                                          ,1,44,kasvatustieteiden maisteri                                                                                                                                                                              ,538,Nousiainen                              ,Nousis                                  ,  , , ,1, ,          ,0000000,1585,2516,4101,14,17,1.6,2,11739000,19,19,V,T,20131212175905,2011,,,Municipal,0.9916666666666667,Ilpo Mikael                    Haalisto                     ,30.0,191,0.6211382113821139,False,False,True,False,False
280,69,Outi,Alanko-Kahiluoto,"kansanedustaja, filosofian tohtori",Helsingin vaalipiiri,VIHR,,49782.14,10835.0,4100.0,,2875.55,,26451.59,3163.0,1000.0,957.0,,400.0,49782.14,37658.14,,3437.0,X,,,X,,,X,,8687.0, ,,,X,,,,69-Helsingin vaalipiiri-V-2015,E   ,1,***,V,****,HEL,HEL,13,6,4,4,VIHR  ,GRÖNA ,GREEN ,69,Helsingin vaalipiiri                    ,Helsingfors valkrets                    ,Outi                                              ,Alanko-Kahiluoto                                  ,2,48,"kansanedustaja, filosofian tohtori                                                                                                                                                                      ",91,Helsinki                                ,Helsingfors                             ,FI, ,1,1, ,E-2011    ,0005240,2853,5031,7884,19,24,2.2,1,33903000,7,7,V,T,20150421163815,2015,21.06.2015,,European Parliament,0.7564588424684033,Outi Alanko-Kahiluoto,49.78214,269,1.2028455284552846,False,True,False,False,False
281,63,Sari,Sarkomaa,"kansanedustaja, terveydenhuollon maisteri",Helsingin vaalipiiri,KOK,Sarin tukiyhdistys,45882.0,11495.0,,,496.0,,21778.0,6588.0,1875.0,1822.0,,1828.0,46055.6,10638.0,,3787.0,X,,7835.0,X,"Tuet koostuvat suorista lahjoituksista sekä seminaarilippujen myynnistä, ",, ,,473.6,X,"Lisäksi Helsingin Kokoomuksen Naiset antoi vaalikäyttöön roll-upin: tuen arvo 173,60 euroa,",23322.0, ,"Tuet koostuvat suorista lahjoituksista sekä seminaarimaksuista,",,,63-Helsingin vaalipiiri-V-2015,E   ,1,***,V,****,HEL,HEL,4,1,3,3,KOK   ,SAML  ,NCP   ,63,Helsingin vaalipiiri                    ,Helsingfors valkrets                    ,Sari                                              ,Sarkomaa                                          ,2,49,"kansanedustaja, terveydenhuollon maisteri                                                                                                                                                               ",91,Helsinki                                ,Helsingfors                             ,FI, ,1, , ,E-2011    ,0007457,3006,4046,7052,20,19,2.0,1,23348000,12,12,V,T,20150421163815,2015,22.06.2015,,European Parliament,0.23098168300923233,Sari Sarkomaa,46.0556,269,1.0934959349593496,False,True,False,False,False
282,136,Tuula,Haatainen,"valtiotieteen maisteri, sairaanhoitaja",Helsingin vaalipiiri,SDP,,29782.0,13541.0,0.0,10015.0,300.0,124.0,1700.0,1934.0,0.0,630.0,370.0,1168.0,29782.0,23402.0,0.0,1030.0,X,,0.0,X,,300.0,X,,1000.0,X,,4050.0,X,,"0,00",,136-Helsingin vaalipiiri-V-2015,E   ,1,***,V,****,HEL,HEL,1,2,7,7,SDP   ,SDP   ,SDP   ,136,Helsingin vaalipiiri                    ,Helsingfors valkrets                    ,Tuula                                             ,Haatainen                                         ,2,55,"valtiotieteen maisteri, sairaanhoitaja                                                                                                                                                                  ",91,Helsinki                                ,Helsingfors                             ,FI, , , , ,E-2011    ,0000000,3301,3361,6662,22,16,1.9,1,18624667,16,16,V,T,20150421163815,2015,17.06.2015,,None,0.7857766436102344,Tuula Haatainen,29.782,269,1.0388211382113821,False,False,False,True,False
283,176,Sampo,Terho,"filosofian maisteri, Euroopan parlamentin jäsen",Helsingin vaalipiiri,PS,,9704.43,5298.5,,,731.0,,504.85,2284.72,,,,885.36,9704.43,9704.43,,,X,,,X,,,X,,,X,,,X,,,,176-Helsingin vaalipiiri-V-2015,E   ,1,***,V,****,HEL,HEL,23,3,8,8,PS    ,SAF   ,TF    ,176,Helsingin vaalipiiri                    ,Helsingfors valkrets                    ,Sampo                                             ,Terho                                             ,1,37,"filosofian maisteri, Euroopan parlamentin jäsen                                                                                                                                                         ",91,Helsinki                                ,Helsingfors                             ,FI,1, , , ,E-2011    ,0000000,4452,5615,10067,30,27,2.8,1,40583000,5,5,V,T,20150421163815,2015,14.06.2015,,Parliament,1.0,Sampo Terho,9.70443,269,1.5308943089430893,False,False,False,False,True
284,38,Silvia,Modig,"kansanedustaja, riksdagsledamot",Helsingin vaalipiiri,VAS,Silvia Modigin tukiyhdistys,8520.0,3784.0,1490.0,,248.8,,1384.9,1423.3,,189.0,,,8520.0,4000.0,,1120.0,X,,, ,,,X,,400.0,X,,3000.0, ,,,,38-Helsingin vaalipiiri-V-2015,E   ,1,***,V,****,HEL,HEL,15,5,2,2,VAS   ,VÄNST ,LEFT  ,38,Helsingin vaalipiiri                    ,Helsingfors valkrets                    ,Silvia                                            ,Modig                                             ,2,38,"kansanedustaja, riksdagsledamot                                                                                                                                                                         ",91,Helsinki                                ,Helsingfors                             ,FI, ,1,1, ,E-2011    ,0004681,2699,3491,6190,18,17,1.7,1,17717500,17,17,V,T,20150421163815,2015,22.06.2015,,European Parliament,0.4694835680751174,Silvia Modig,8.52,269,0.9294715447154471,False,True,False,False,False
285,11,Paula,Lehtomäki,"kansanedustaja, kauppatieteiden maisteri",Helsingin vaalipiiri,KESK,Paula parlamenttiin -yhdistys,35391.62,11642.32,,5172.86,,,8066.23,3464.99,2517.2,3594.63,900.0,33.39,35679.46,6460.6,,14262.2, ,,8280.0,X,,, ,,, ,,6676.66, ,"Arkadian talouspoliittisen seuran tuki koostuu seminaarilipuista, ei yhtään yli 1500 euron yksittäistä tahoa,",,,11-Helsingin vaalipiiri-V-2015,E   ,1,***,V,****,HEL,HEL,2,4,1,1,KESK  ,CENT  ,CENT  ,11,Helsingin vaalipiiri                    ,Helsingfors valkrets                    ,Paula                                             ,Lehtomäki                                         ,2,42,"kansanedustaja, kauppatieteiden maisteri                                                                                                                                                                ",91,Helsinki                                ,Helsingfors                             ,FI, ,1, , ,E-2011    ,0007356,2139,2392,4531,14,11,1.3,2,12973500,24,24,V,T,20150421163815,2015,17.06.2015,17.06.2015,European Parliament,0.1810733682628605,Paula Lehtomäki,35.67946,269,0.7107723577235772,False,True,False,False,False
286,20,Olli,Rehn,"Euroopan parlamentin varapuhemies, filosofian tohtori",Helsingin vaalipiiri,KESK,Suomen parhaaksi ry.,55846.8,35178.22,0.0,0.0,3305.29,4604.59,1000.0,2056.48,4389.6,3312.62,0.0,2000.0,55846.8,15551.8,0.0,10015.0,X,,18820.0, ,,0.0, ,,0.0, ,,11460.0,X,,0,,20-Helsingin vaalipiiri-V-2015,E   ,1,***,V,****,HEL,HEL,2,4,1,1,KESK  ,CENT  ,CENT  ,20,Helsingin vaalipiiri                    ,Helsingfors valkrets                    ,Olli                                              ,Rehn                                              ,1,53,"Euroopan parlamentin varapuhemies, filosofian tohtori                                                                                                                                                   ",91,Helsinki                                ,Helsingfors                             ,FI,1, , , ,E-2011    ,0000000,3380,3457,6837,23,16,1.9,1,25947000,10,10,V,T,20150421163815,2015,22.06.2015,,Parliament,0.2784725355794781,Olli Rehn,55.8468,269,1.0388211382113821,False,False,False,False,True
287,51,Terhi,Koulumies,valtiotieteiden maisteri,Helsingin vaalipiiri,KOK,,31820.51,8140.85,50.0,6204.96,,,11901.94,5262.76,,,,260.0,31820.51,22329.52,,9490.99, ,,, ,,, ,,, ,,, ,,,"Harri ja Pirjo Koulumies eli isäni ja äitini maksoivat suoraan omalta tililtään em. tuet, eli rahat eivät kiertäneet minun kauttani. Harri maksoi lehti-ilmoituksia Sanomalle 6000 euroa, mutta palautin hänelle sitten 1717,01 euroa siitä jo ennen vaaleja, eli se osuus oli lyhytaikaisena lainana hetken olemassa. &lt;br /&gt;&lt;br /&gt;Pirjo maksoi laskun 5208 euroa suoraan ClearChannelille pylvästauluissa olleista ulkomainoksista. &lt;br /&gt;&lt;br /&gt;Tiliotteista näkyy lisäksi saamiani maksusuorituksia multa ehdokkailta. Minulla oli kaksi yhteismainosta, joista tein lehtiin varaukset ja maksoin koko summat, ja sitten sain muiden ehdokkaiden osuudet takaisin heiltä myöhemmin. Kalliimmassa yhteismainoksessa olivat mukana Timo Latikka, Pentti Arajärvi, Elina Lepomäki ja Siru Kauppinen, halvemmassa olivat Ville Jalovaara, Veronika Honkasalo ja Leo Stranius.&lt;br /&gt;&lt;br /&gt;Yksi kohta tiliotteessa on Sanomalta saatua palautusta, koska yhdessä lehtimainoksessa oli virhe ja sain siitä hyvitystä.",51-Helsingin vaalipiiri-V-2015,E   ,1,***,V,****,HEL,HEL,4,1,3,3,KOK   ,SAML  ,NCP   ,51,Helsingin vaalipiiri                    ,Helsingfors valkrets                    ,Terhi                                             ,Koulumies                                         ,2,44,valtiotieteiden maisteri                                                                                                                                                                                ,91,Helsinki                                ,Helsingfors                             ,FI, , ,1, ,E-2011    ,0000000,1111,3037,4148,7,14,1.2,2,13341714,23,23,V,T,20150421163815,2015,18.06.2015,,Municipal,0.7017335674381083,Terhi Koulumies,31.82051,269,0.6560975609756098,False,False,True,False,False
288,57,Jaana,Pelkonen,"kansanedustaja, valtiotieteiden maisteri",Helsingin vaalipiiri,KOK,Tekemällä todeksi ry,17296.43,10630.28,,,2007.44,,901.4,518.56,,2359.28,,879.47,17296.43,,,425.0,X,,16871.43, ,,, ,,, ,,, ,,,,57-Helsingin vaalipiiri-V-2015,E   ,1,***,V,****,HEL,HEL,4,1,3,3,KOK   ,SAML  ,NCP   ,57,Helsingin vaalipiiri                    ,Helsingfors valkrets                    ,Jaana                                             ,Pelkonen                                          ,2,38,"kansanedustaja, valtiotieteiden maisteri                                                                                                                                                                ",91,Helsinki                                ,Helsingfors                             ,FI, ,1,1, ,E-2011    ,0005897,5331,10633,15964,36,51,4.4,1,93392000,1,1,V,T,20150421163815,2015,27.05.2015,,European Parliament,,Jaana Pelkonen,17.29643,269,2.405691056910569,False,True,False,False,False
289,60,Wille,Rydman,"kansainvälisten asioiden sihteeri, valtiotieteiden maisteri",Helsingin vaalipiiri,KOK,Vapauden vaalijat ry,50892.2,10232.42,,,10766.91,,22417.74,1568.37,3891.96,1927.42,,87.38,50892.2,19292.5,,9373.9,X,,5755.8,X,,, ,,13670.0, ,,2800.0, ,,,,60-Helsingin vaalipiiri-V-2015,E   ,1,***,V,****,HEL,HEL,4,1,3,3,KOK   ,SAML  ,NCP   ,60,Helsingin vaalipiiri                    ,Helsingfors valkrets                    ,Wille                                             ,Rydman                                            ,1,29,"kansainvälisten asioiden sihteeri, valtiotieteiden maisteri                                                                                                                                             ",91,Helsinki                                ,Helsingfors                             ,FI, , ,1, ,E-2011    ,0004207,1719,2805,4524,11,13,1.3,1,18678400,15,15,V,T,20150421163815,2015,20.05.2015,,Municipal,0.37908559661401947,Wille Rydman,50.892199999999995,269,0.7107723577235772,False,False,True,False,False
290,62,Pertti,Salolainen,"kansanedustaja, ministeri",Helsingin vaalipiiri,KOK,perttisalolainen.fi,43079.12,35646.69,300.0,,1160.75,,,558.0,,5384.6,,29.08,43079.12,2001.12,,15739.0, ,,25339.0, ,,, ,,, ,,, ,,,,62-Helsingin vaalipiiri-V-2015,E   ,1,***,V,****,HEL,HEL,4,1,3,3,KOK   ,SAML  ,NCP   ,62,Helsingin vaalipiiri                    ,Helsingfors valkrets                    ,Pertti                                            ,Salolainen                                        ,1,74,"kansanedustaja, ministeri                                                                                                                                                                               ",91,Helsinki                                ,Helsingfors                             ,FI, ,1, , ,E-2011    ,0006205,2443,2059,4502,16,10,1.3,1,15565333,19,19,V,T,20150421163815,2015,10.06.2015,,European Parliament,0.04645220236625074,Pertti Salolainen,43.07912,269,0.7107723577235772,False,True,False,False,False
291,66,Juhana,Vartiainen,"valtiotieteiden tohtori, ylijohtaja",Helsingin vaalipiiri,KOK,Työlinjalla ry,43325.57,16584.01,,,11925.69,,8623.76,1667.46,,3635.14,,889.51,43325.57,4411.57,,16814.0, ,,16000.0,X,,,X,,500.0,X,,5600.0,X,,,,66-Helsingin vaalipiiri-V-2015,E   ,1,***,V,****,HEL,HEL,4,1,3,3,KOK   ,SAML  ,NCP   ,66,Helsingin vaalipiiri                    ,Helsingfors valkrets                    ,Juhana                                            ,Vartiainen                                        ,1,56,"valtiotieteiden tohtori, ylijohtaja                                                                                                                                                                     ",91,Helsinki                                ,Helsingfors                             ,FI, , , , ,E-2011    ,0000000,4853,6583,11436,32,31,3.2,1,31130667,8,8,V,T,20150421163815,2015,09.06.2015,10.06.2015,None,0.10182370364659946,Juhana Vartiainen,43.32557,269,1.7495934959349595,False,False,False,True,False
292,67,Ben,Zyskowicz,"kansanedustaja, oikeustieteen kandidaatti",Helsingin vaalipiiri,KOK,Ben Zyskowiczin tukiryhmä,76627.0,13832.0,3013.0,,8602.0,,25410.0,15254.0,1414.0,,,9102.0,76627.0,3719.0,24000.0,20509.0, ,,17549.0,X,,, ,,, ,,10850.0, ,,,"Kuten kohdasta 2.2 käy ilmi, rahoitus sisältää ehdokkaan henkilökohtaisia omia varoja 10 000 eur ja tukiryhmän omia vanhoja varoja 3719 + 4000 eur. Vaalilainaa on varsinaisesti (eli jäljellä 22.6.2015) 10 000 eur.",67-Helsingin vaalipiiri-V-2015,E   ,1,***,V,****,HEL,HEL,4,1,3,3,KOK   ,SAML  ,NCP   ,67,Helsingin vaalipiiri                    ,Helsingfors valkrets                    ,Ben                                               ,Zyskowicz                                         ,1,60,"kansanedustaja, oikeustieteen kandidaatti                                                                                                                                                               ",91,Helsinki                                ,Helsingfors                             ,FI, ,1, , ,E-2011    ,0013407,8015,7380,15395,54,35,4.3,1,46696000,4,4,V,T,20150421163815,2015,22.06.2015,23.06.2015,European Parliament,0.048533806621686874,Ben Zyskowicz,76.627,269,2.3510162601626017,False,True,False,False,False
293,91,Eva,Biaudet,"diskrimineringsombudsman, yhdenvertaisuusvaltuutettu",Helsingin vaalipiiri,Other,,34851.5,22391.68,,,1008.0,2127.53,813.44,3254.61,1582.24,1215.0,,2459.0,34852.16,1680.43,,11266.73, ,,6905.0,X,,, ,,3000.0, ,,12000.0, ,,,,91-Helsingin vaalipiiri-V-2015,E   ,1,***,V,****,HEL,HEL,5,7,5,5,RKP   ,SFP   ,SPP   ,91,Helsingin vaalipiiri                    ,Helsingfors valkrets                    ,Eva                                               ,Biaudet                                           ,2,54,"diskrimineringsombudsman, yhdenvertaisuusvaltuutettu                                                                                                                                                    ",91,Helsinki                                ,Helsingfors                             ,SV, , , , ,E-2011    ,0000000,2693,2822,5515,18,13,1.5,1,24645000,11,11,V,T,20150421163815,2015,17.06.2015,18.06.2015,None,0.04821594988660674,Eva Biaudet,34.852160000000005,269,0.8201219512195121,False,False,False,True,False
294,108,Marcus,Rantala,"politices magister, statssekreterare, valtiotieteiden maisteri, valtiosihteeri",Helsingin vaalipiiri,Other,Svensk Metropol rf,56987.02,13976.48,,,2813.4,11998.0,10166.58,5426.37,4017.21,586.23,3679.5,4323.25,56987.02,6237.02,,14600.0,X,,7000.0,X,,3100.0, ,,, ,,26050.0, ,,,,108-Helsingin vaalipiiri-V-2015,E   ,1,***,V,****,HEL,HEL,5,7,5,5,RKP   ,SFP   ,SPP   ,108,Helsingin vaalipiiri                    ,Helsingfors valkrets                    ,Marcus                                            ,Rantala                                           ,1,37,"politices magister, statssekreterare, valtiotieteiden maisteri, valtiosihteeri                                                                                                                          ",91,Helsinki                                ,Helsingfors                             ,SV, , ,1, ,E-2011    ,0002381,2023,1814,3837,14,9,1.1,2,12322500,25,25,V,T,20150421163815,2015,18.06.2015,18.06.2015,Municipal,0.10944632654944934,Marcus Rantala,56.987019999999994,269,0.6014227642276423,False,False,True,False,False
