,Ehdokasnumero,Etunimet,Sukunimi,Arvo/ammatti/tehtava,municipality,party,Ehdokkaan mahdollisen tukiryhman nimi,total_expenses,sl_newspapers_periodicals,sl_radio,sl_television,sl_information_networks,sl_other_media,sl_outdoor_advertising,sl_printed_material_procurement,sl_advertising_planning,sl_rallies,sl_fundraising,sl_other,total_raised,tf_self_funding,tf_loans,tf_private_individuals,"2.3 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta yksityishenkilolta (""x"")",2.3 Rahoitus sisaltaa yksityishenkiloilta saatua tukea yhteensa lisatietokentan teksti,tf_companies,"2.4 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta yrityksilta (""x"")",2.4 Rahoitus sisaltaa yrityksilta saatua tukea yhteensa lisatietokentan teksti,tf_party,"2.5 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta puolueelta (""x"")",2.5 Rahoitus sisaltaa puolueelta saatua tukea yhteensa lisatietokentan teksti,tf_party_associations,"2.6 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta puolueyhdistyksilta (""x"")",2.6 Rahoitus sisaltaa puolueyhdistyksilta saatua tukea yhteensa lisatietokentan teksti,tf_others,"2.7 Ei sisalla yhtaan vahintaan 1500 euron tukisuoritusta muilta tahoilta (""x"")",2.7 Rahoitus sisaltaa muilta tahoilta saatua tukea yhteensa lisatietokentan teksti,2.8 Rahoitus sisaltaa valitettya tukea yhteensa,E. vapaaehtoinen erittely,LR_cand-id,Election type,Electoral district / county number,Municipality number,Area type,Voting area identifier,Abbreviation for an electoral district / a county in Finnish,Abbreviation for an electoral district / a county in Swedish,Permanent party identifier,Standard party number,List order number,Electoral alliance number,Abbreviated name of a political party/group in Finnish,Abbreviated name of a political party/group in Swedish,Abbreviated name of a political party/group in English,Candidate number,Name of a municipality/electoral district/voting area in Finnish,Name of a municipality/electoral district/voting area in Swedish,A person’s first name,A person’s last name,Gender,age,Profession,Code for place of residence,The name of a place of residence in Finnish,The name of a place of residence in Swedish,Candidate’s language,Member of the European Parliament,Member of Parliament,Municipal councillor,County councillor,Abbreviated name of the first comparison election,Number of votes in the first comparison election,Number of votes cast in advance,Number of votes cast on election day,Total number of votes,Percentage (%) of votes cast in advance,Percentage (%) of votes on election day,vote_prct,Elected information,Comparative index,Position,Final position,Calculation status,Calculation phase,Latest update,year,Saapumispaiva,Muokkauspaiva,LR_incumbency,own_fund_prct,full_name,total_raised_per_1k,num_candidates_in_municipality,normalized_vote_prct,incumbency_County,incumbency_European Parliament,incumbency_Municipal,incumbency_None,incumbency_Parliament
295,137,Eero,Heinäluoma,kansanedustaja,Helsingin vaalipiiri,SDP,Itäkeskuksen Sosialidemokraatit ry,50931.07,8646.69,,13436.64,989.19,740.6,12950.0,4696.3,3752.81,2723.2,542.0,2453.64,50931.07,23929.67,0.0,1115.0,X,,2300.0, ,,,X,,,X,,23586.4, ,,,Helsingin sosialidemokraatitinen piirijärjestö ja Sosialidemokraattinen puolue ovat julkaisseet helsinkiläisten ehdokkaiden yhteistä mainontaa. JHL:n Helsingin sdryhmä on julkaissut JHL:ään kuuluvien ehdokkaiden yhteisen mainoksen.,137-Helsingin vaalipiiri-V-2015,E   ,1,***,V,****,HEL,HEL,1,2,7,7,SDP   ,SDP   ,SDP   ,137,Helsingin vaalipiiri                    ,Helsingfors valkrets                    ,Eero                                              ,Heinäluoma                                        ,1,59,kansanedustaja                                                                                                                                                                                          ,91,Helsinki                                ,Helsingfors                             ,FI, ,1,1, ,E-2011    ,0009501,4704,4999,9703,31,24,2.7,1,27937000,9,9,V,T,20150421163815,2015,22.06.2015,19.10.2015,European Parliament,0.46984424242412337,Eero Heinäluoma,50.93107,269,1.476219512195122,False,True,False,False,False
296,152,Erkki,Tuomioja,"valtiotieteen tohtori, kansanedustaja",Helsingin vaalipiiri,SDP,Erkki Tuomiojan tukiyhdistys,32484.6,10734.94,,13397.95,,,1700.0,892.14,1519.0,230.5,,4010.07,32484.6,30184.61,,2299.99,X,,, ,,, ,,, ,,, ,,,,152-Helsingin vaalipiiri-V-2015,E   ,1,***,V,****,HEL,HEL,1,2,7,7,SDP   ,SDP   ,SDP   ,152,Helsingin vaalipiiri                    ,Helsingfors valkrets                    ,Erkki                                             ,Tuomioja                                          ,1,68,"valtiotieteen tohtori, kansanedustaja                                                                                                                                                                   ",91,Helsinki                                ,Helsingfors                             ,FI, ,1, , ,E-2011    ,0009970,5805,5349,11154,39,25,3.1,1,55874000,3,3,V,T,20150421163815,2015,06.05.2015,,European Parliament,0.9291975274437734,Erkki Tuomioja,32.4846,269,1.6949186991869918,False,True,False,False,False
297,169,Tom,Packalén,"kansanedustaja, komisario",Helsingin vaalipiiri,PS,,8879.89,1954.8,3650.0,,,,1612.0,1145.14,,,,517.95,8881.0,2128.0,,1200.0,X,,5553.0,X,,,X,,,X,,, ,,,,169-Helsingin vaalipiiri-V-2015,E   ,1,***,V,****,HEL,HEL,23,3,8,8,PS    ,SAF   ,TF    ,169,Helsingin vaalipiiri                    ,Helsingfors valkrets                    ,Tom                                               ,Packalén                                          ,1,45,"kansanedustaja, komisario                                                                                                                                                                               ",91,Helsinki                                ,Helsingfors                             ,FI, ,1,1, ,E-2011    ,0004380,1962,3127,5089,13,15,1.4,1,20291500,14,14,V,T,20150421163815,2015,14.06.2015,,European Parliament,0.23961265623240627,Tom Packalén,8.881,269,0.7654471544715447,False,True,False,False,False
298,170,Mika,Raatikainen,"kansanedustaja, rikosylikonstaapeli",Helsingin vaalipiiri,PS,,10453.79,8500.94,0.0,0.0,0.0,0.0,902.85,1050.0,0.0,0.0,0.0,0.0,10453.79,10453.79,0.0,,X,,0.0,X,,0.0,X,,0.0,X,,0.0,X,,0,,170-Helsingin vaalipiiri-V-2015,E   ,1,***,V,****,HEL,HEL,23,3,8,8,PS    ,SAF   ,TF    ,170,Helsingin vaalipiiri                    ,Helsingfors valkrets                    ,Mika                                              ,Raatikainen                                       ,1,53,"kansanedustaja, rikosylikonstaapeli                                                                                                                                                                     ",91,Helsinki                                ,Helsingfors                             ,FI, ,1,1, ,E-2011    ,0002425,1255,2115,3370,8,10,0.9,1,13527667,22,22,V,T,20150421163815,2015,12.06.2015,,European Parliament,1.0,Mika Raatikainen,10.453790000000001,269,0.4920731707317073,False,True,False,False,False
299,74,Emma,Kari,"tietokirjailija, luonnontieteiden kandidaatti",Helsingin vaalipiiri,VIHR,Emma Karin tukiryhmä,32755.34,3553.25,0.0,0.0,7376.6,0.0,17624.36,2227.1,1230.0,77.03,0.0,667.0,32755.34,15027.03,0.0,14029.38,X,"Kampanjaan tehtiin kampanja-aikana yhteensä 158 lahjoitusta yksityishenkilöiltä, Summat vaihtelivat 10 ja 1 000 euron välillä, Vihreät ajavat vaalirahoituksen avoimuutta ja olen sitoutunut julkistamaan kaikkien 1 000 euron (ja sitä suurempien summien) lahjoittajien nimet, Ainoan 1 000 euron lahjoituksen teki Mervi Kari,",50.0,X,,0.0,X,,3648.93, ,"Kampanjaan tehtiin kampanja-aikana yhteensä kolme lahjoitusta puolueyhdistyksiltä, Lisäksi puolueyhdistykset osallistuivat joukkoliikennemainontaan tukemalla ehdokkaiden yhteismainoksia sekä yhteismainoksiin sanomalehdissä, Olen jakanut näiden mainosten kustannukset niihin osallistuneiden ehdokkaiden määrällä ja ilmoittanut oman osuuteni tässä, ",0.0,X,,0,,74-Helsingin vaalipiiri-V-2015,E   ,1,***,V,****,HEL,HEL,13,6,4,4,VIHR  ,GRÖNA ,GREEN ,74,Helsingin vaalipiiri                    ,Helsingfors valkrets                    ,Emma                                              ,Kari                                              ,2,31,"tietokirjailija, luonnontieteiden kandidaatti                                                                                                                                                           ",91,Helsinki                                ,Helsingfors                             ,FI, , ,1, ,E-2011    ,0002124,1739,2908,4647,12,14,1.3,1,16951500,18,18,V,T,20150421163815,2015,15.06.2015,15.06.2015,Municipal,0.458765807346222,Emma Kari,32.75534,269,0.7107723577235772,False,False,True,False,False
300,87,Antero,Vartia,"yrittäjä, kauppatieteiden maisteri",Helsingin vaalipiiri,VIHR,,23508.75,408.64,,,6331.82,,9579.11,4445.46,1142.72,1100.0,,501.0,23508.75,4407.32,,12246.25, ,,6555.18, ,"Helsinki Souvenir Company maksoi ehdokkaan Facebook-mainonnan,",,X,,300.0,X,,,X,,,,87-Helsingin vaalipiiri-V-2015,E   ,1,***,V,****,HEL,HEL,13,6,4,4,VIHR  ,GRÖNA ,GREEN ,87,Helsingin vaalipiiri                    ,Helsingfors valkrets                    ,Antero                                            ,Vartia                                            ,1,34,"yrittäjä, kauppatieteiden maisteri                                                                                                                                                                      ",91,Helsinki                                ,Helsingfors                             ,FI, , , , ,E-2011    ,0000000,2201,4658,6859,15,22,1.9,1,22602000,13,13,V,T,20150421163815,2015,21.06.2015,,None,0.18747572712287977,Antero Vartia,23.50875,269,1.0388211382113821,False,False,False,True,False
301,147,Nasima,Razmyar,Kansanedustaja,Helsingin vaalipiiri,SDP,,36182.59,7398.53,,,1699.98,,14570.32,1916.77,1210.0,8535.79,,851.2,36182.59,2102.22,,10998.39,X,,,X,,300.0,X,,3822.98, ,,18959.0, ,"Ammattiliitto PRO antoi 1000€ rahaa ja lisäksi matkailuauton käyttöön, jonka arvo PRO:n ilmoittamansa mukaan olivat 2634€ (auton vuokra 50€/vrk=650€ + teippaus 1600+alv),",,,147-Helsingin vaalipiiri-V-2015,E   ,1,***,V,****,HEL,HEL,1,2,7,7,SDP   ,SDP   ,SDP   ,147,Helsingin vaalipiiri                    ,Helsingfors valkrets                    ,Nasima                                            ,Razmyar                                           ,2,30,viestintäsihteeri                                                                                                                                                                                       ,91,Helsinki                                ,Helsingfors                             ,98, , ,1, ,E-2011    ,0004295,2171,2985,5156,15,14,1.4,1,13968500,20,20,V,T,20150421163815,2015,21.06.2015,,Municipal,0.05810031841280572,Nasima Razmyar,36.18259,269,0.7654471544715447,False,False,True,False,False
302,171,Mari,Rantanen,"ensihoitaja (AMK), sairaanhoitaja (AMK)",Helsingin vaalipiiri,PS,Mari Rantanen eduskuntaan,2753.12,854.17,,,568.28,,,707.67,,,,623.0,2753.12,1968.82,,431.0,X,,353.3,X,EMS Consulting Oy&lt;br /&gt;Helsingin Paperinkeräyspalvelu Oy,,X,,,X,,,X,,,"Kampanja sisälsi loistavan tukiryhmän, jonka sydämellä ja itseään säästämättä tehty vapaaehtoistyö ei ole rahalla mitattavissa. Lisäksi mahtavat kotijoukot olivat tärkeä osuus hyvän tuloksen tekemisessä.",171-Helsingin vaalipiiri-V-2015,E   ,1,***,V,****,HEL,HEL,23,3,8,8,PS    ,SAF   ,TF    ,171,Helsingin vaalipiiri                    ,Helsingfors valkrets                    ,Mari                                              ,Rantanen                                          ,2,39,"ensihoitaja (AMK), sairaanhoitaja (AMK)                                                                                                                                                                 ",91,Helsinki                                ,Helsingfors                             ,FI, , , , ,E-2011    ,0001915,1032,2068,3100,7,10,0.9,2,10145750,31,31,V,T,20150421163815,2015,01.06.2015,,None,0.7151232056721102,Mari Rantanen,2.75312,269,0.4920731707317073,False,False,False,True,False
303,29,Veronika,Honkasalo,"valtiotieteiden tohtori, tutkija",Helsingin vaalipiiri,VAS,Veronika Honkasalon tukiryhmä,14027.82,7172.05,1178.0,,1280.1,,1514.75,2782.92,,,,100.0,14027.82,6638.62,,6389.2,X,,,X,,,X,,500.0,X,,500.0,X,,,,29-Helsingin vaalipiiri-V-2015,E   ,1,***,V,****,HEL,HEL,15,5,2,2,VAS   ,VÄNST ,LEFT  ,29,Helsingin vaalipiiri                    ,Helsingfors valkrets                    ,Veronika                                          ,Honkasalo                                         ,2,39,"valtiotieteiden tohtori, tutkija                                                                                                                                                                        ",91,Helsinki                                ,Helsingfors                             ,FI, , ,1, ,E-2011    ,0000000,1998,3371,5369,13,16,1.5,2,11811667,26,26,V,T,20150421163815,2015,22.06.2015,,Municipal,0.47324673399002837,Veronika Honkasalo,14.02782,269,0.8201219512195121,False,False,True,False,False
304,84,Johanna,Sumuvuori,"kansanedustaja, valtiotieteen maisteri",Helsingin vaalipiiri,VIHR,,27210.22,5394.36,,,7018.71,,9857.0,1111.35,3298.4,130.4,,400.0,27210.22,19859.22,,5331.0,X,,,X,,,X,,2020.0,X,"Tuet: Vihreät Naiset, nettimainontaa 78 e arvosta, printtimainontaa 80 euron arvosta, Helsingin vihreät naiset: suora 300 euron lahjoitus, Etelä-Helsingin vihreät: suora 300 euron lahjoitus, Helsingin vihreiden abribus-mainostuki 1262 euroa, ",, ,,,"Verkkomainontaa Facebookissa.  Ulkomainontaa raitiovaunuissa, metroissa ja JC Decauxin abribus-tauluissa. Printtimainontaa Helsingin Sanomissa, Metro-lehdessä, Ylioppilaslehdessä, Tööläläisessä, Kamppi-Eira -lehdessä, Lauttasaari-lehdessä, Vuosaari-lehdessä ja Voima-lehdessä. Osa printtimainoksista yhteismainontaa muiden ehdokkaiden kanssa. ",84-Helsingin vaalipiiri-V-2015,E   ,1,***,V,****,HEL,HEL,13,6,4,4,VIHR  ,GRÖNA ,GREEN ,84,Helsingin vaalipiiri                    ,Helsingfors valkrets                    ,Johanna                                           ,Sumuvuori                                         ,2,38,"kansanedustaja, valtiotieteen maisteri                                                                                                                                                                  ",91,Helsinki                                ,Helsingfors                             ,FI, ,1,1, ,E-2011    ,0004297,1662,2497,4159,11,12,1.2,2,11301000,28,28,V,T,20150421163815,2015,21.06.2015,,European Parliament,0.7298441541450235,Johanna Sumuvuori,27.21022,269,0.6560975609756098,False,True,False,False,False
305,26,Paavo,Arhinmäki,"kansanedustaja, puolueen puheenjohtaja",Helsingin vaalipiiri,VAS,,26022.18,2038.9,1714.38,,418.67,,4917.13,6094.6,806.5,509.34,,9522.66,26022.18,10397.18,,1435.0,X,,,X,,,X,,10050.0, ,,4140.0, ,,,,26-Helsingin vaalipiiri-V-2015,E   ,1,***,V,****,HEL,HEL,15,5,2,2,VAS   ,VÄNST ,LEFT  ,26,Helsingin vaalipiiri                    ,Helsingfors valkrets                    ,Paavo                                             ,Arhinmäki                                         ,1,38,"kansanedustaja, puolueen puheenjohtaja                                                                                                                                                                  ",91,Helsinki                                ,Helsingfors                             ,FI, ,1,1, ,E-2011    ,0017226,3279,4631,7910,22,22,2.2,1,35435000,6,6,V,T,20150421163815,2015,26.05.2015,,European Parliament,0.3995506909874576,Paavo Arhinmäki,26.02218,269,1.2028455284552846,False,True,False,False,False
306,151,Pilvi,Torsti,"valtiotieteen tohtori, valtiosihteeri",Helsingin vaalipiiri,SDP,,39854.0,11792.0,,,7017.0,3500.0,8545.0,3501.0,1860.0,961.0,,2678.0,39854.0,8236.0,,16648.0,X,,4650.0, ,Vaalivideotuotanto,, ,,2200.0, ,,8120.0,X,,,Lisätietoja Pilvi Torsti 040-7191206.,151-Helsingin vaalipiiri-V-2015,E   ,1,***,V,****,HEL,HEL,1,2,7,7,SDP   ,SDP   ,SDP   ,151,Helsingin vaalipiiri                    ,Helsingfors valkrets                    ,Pilvi                                             ,Torsti                                            ,2,39,"valtiotieteen tohtori, valtiosihteeri                                                                                                                                                                   ",91,Helsinki                                ,Helsingfors                             ,FI, , ,1, ,E-2011    ,0004197,1106,2345,3451,7,11,1.0,2,11174800,29,29,V,T,20150421163815,2015,10.06.2015,,Municipal,0.2066542881517539,Pilvi Torsti,39.854,269,0.5467479674796748,False,False,True,False,False
307,89,Ozan,Yanar,"Vihreiden nuorten ja opiskelijoiden liiton puheenjohtaja, valtiotieteiden kandidaatti",Helsingin vaalipiiri,VIHR,,26697.0,72.0,,,8540.0,,8662.0,4770.0,900.0,700.0,,3053.0,26772.0,6801.0,,15083.0, ,,, ,,, ,,3513.0,X,,1375.0, ,,,,89-Helsingin vaalipiiri-V-2015,E   ,1,***,V,****,HEL,HEL,13,6,4,4,VIHR  ,GRÖNA ,GREEN ,89,Helsingin vaalipiiri                    ,Helsingfors valkrets                    ,Ozan                                              ,Yanar                                             ,1,27,"Vihreiden nuorten ja opiskelijoiden liiton puheenjohtaja, valtiotieteiden kandidaatti                                                                                                                   ",91,Helsinki                                ,Helsingfors                             ,  , , , , ,E-2011    ,0000000,1626,2570,4196,11,12,1.2,1,13561200,21,21,V,T,20150421163815,2015,18.06.2015,,None,0.25403406544150603,Ozan Yanar,26.772,269,0.6560975609756098,False,False,False,True,False
308,70,Pekka,Haavisto,"kansanedustaja, ulkoministerin erityisedustaja",Helsingin vaalipiiri,VIHR,Pekka Haaviston tukiryhmä,45012.97,6771.18,3162.0,,1100.0,,20679.55,2067.23,4165.0,3583.22,3084.79,400.0,45012.97,18380.46,,9917.51, ,"Vihreiden sitoumuksen mukaisesti olen tässä ilmoittanut kaikki 1000 euron tai sitä suuremmat lahjoitukset,",2780.0,X,"Vihreiden sitoumuksen mukaisesti olen tässä ilmoittanut kaikki 1000 euron tai sitä suuremmat lahjoitukset,",,X,,7275.0, ,"Helsingin Vihreiden tuki oli ulkomainonnan abri-kampanjan muodossa, arvoltaan Helsingin Vihreiden ilmoituksen mukaan 6,975,00, Summa on lisätty sekä kampanjan menoihin että tuloihin, Tässä kohdassa on ilmoitettu kaikki puoluejärjestöiltä saatu tuki,",6660.0, ,"Vihreiden sitoumuksen mukaisesti olen tässä ilmoittanut kaikki 1000 euron tai sitä suuremmat lahjoitukset,",,,70-Helsingin vaalipiiri-V-2015,E   ,1,***,V,****,HEL,HEL,13,6,4,4,VIHR  ,GRÖNA ,GREEN ,70,Helsingin vaalipiiri                    ,Helsingfors valkrets                    ,Pekka                                             ,Haavisto                                          ,1,57,"kansanedustaja, ulkoministerin erityisedustaja                                                                                                                                                          ",91,Helsinki                                ,Helsingfors                             ,FI, ,1, , ,E-2011    ,0007470,5543,8661,14204,37,41,3.9,1,67806000,2,2,V,T,20150421163815,2015,22.06.2015,,European Parliament,0.4083369748763523,Pekka Haavisto,45.01297,269,2.1323170731707317,False,True,False,False,False
309,79,Vesa-Matti,Saarakkala,"kansanedustaja, yhteiskuntatieteiden kandidaatti",Vaasan vaalipiiri,PS,Vesa-Matti Saarakkalan tukiyhdistys,22306.85,10637.05,0.0,0.0,0.0,0.0,2517.09,3689.72,470.0,880.0,0.0,4112.99,22306.85,9239.85,0.0,5607.0,X,,4960.0,X,,0.0, ,,2500.0, ,,0.0, ,,0,"1. Muilla kuluilla tarkoitetaan tässä ilmoituksessa vaalilehden jakelukustannuksia sekä ulkomainosten kiinnittämiseen liittyviä polttoainekuluja. 2. Yrityksiltä saatu rahoitus sisältää vastikkeettomien tukien lisäksi kaksi vastikkeellista tukea, molemmat arvoltaan alle 1500 euroa, ja vastikkeella tarkoitetaan Vesa-Matti Saarakkalan vaalilehdessä olleita kahden eri yrityksen yhteensä kahta pienikokoista mainosta. Vaalilehden suunnittelu-, painatus- ja jakelukustannuksille ei ole tässä tapauksessa laskettu arvoa, eli vastikkeellisen tuen hankkimisesta ei katsota aiheutuneen kustannuksia. (Jos kustannuksia katsottaisiin aiheutuneen, silloin vaalirahoitusilmoitus sisältäisi kahteen kertaan kohdan C erittelyssä vaalilehden suunnitteluun (mainonnan suunnittelu), painatukseen ja jakeluun liittyvät kustannukset, jotka ovat kokonaisarvoltaan 7328,71 euroa, mistä vaalilehden painatuskustannus 3289,72 euroa on sisällytetty tässä ilmoituksessa kohtaan &quot;painetun materiaalin hankinta&quot; ja jakelukustannus 3568,99 euroa kohtaan &quot;muut kulut&quot; ja vaalilehden suunnittelukustannus 470 euroa kohtaan &quot;mainonnan suunnittelu&quot;. Jos vaalilehden suunnittelu-, painatus- ja jakelukustannukset katsottaisiin vastikkeellisen tuen hankintakuluksi, tällöin kampanjan kokonaiskuluksi tulisi nykyisen kokonaiskulujen lisäksi toiseen kertaan vaalilehden suunnittelu-, painatus- ja jakelukustannukset sekä lisäksi kävisi ilmi noiden kahden mainoksen yhteisarvo, koska vastikkeellinen tuki ilmoitetaan lain mukaan bruttomääräisenä siten, että saatu tuki ja tuen hankinnasta aiheutuneet kulut ilmoitetaan kokonaismääräisinä niitä toisistaan vähentämättä. Vastikkeellisen tuen arvo ei kuitenkaan ylitä kummassakaan tapauksessa 1500 euron rajaa, vaan on kaukana siitä. Olen katsonut vaalirahoitusilmoitukseni ymmärrettävyyden ja selkeyden takia tarkoituksenmukaiseksi, että en laske mainonnan suunnittelukuluja (vaalilehden suunnittelukulut), painatus- ja jakelukuluja yhteensä 7328,71 euroa vastikkeellisen tuen hankintakuluiksi, koska mainonnan suunnittelu-, painatus- ja jakelukulut ilmoitetaan tässä vapaaehtoisessa erittelyssä vaalilehden osalta tarkasti ja ne sisältyvät kohdan C erittelyyn. Vastikkeellisen tuen hankintakulut ovat siis toisin sanoen 0 euroa.)",79-Vaasan vaalipiiri-V-2015,E   ,10,***,V,****,VAA,VAS,23,3,6,6,PS    ,SAF   ,TF    ,79,Vaasan vaalipiiri                       ,Vasa valkrets                           ,Vesa-Matti                                        ,Saarakkala                                        ,1,31,"kansanedustaja, yhteiskuntatieteiden kandidaatti                                                                                                                                                        ",301,Kurikka                                 ,Kurikka                                 ,FI, ,1,1, ,E-2011    ,0008276,4198,4331,8529,38,32,3.5,1,38964000,3,3,V,T,20150421150422,2015,19.06.2015,,European Parliament,0.41421581263154594,Vesa-Matti Saarakkala,22.306849999999997,156,1.1097560975609757,False,True,False,False,False
